index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
29,"Hagens, Lisanne",Arizona,Big 12,Long Jump,2017,JR-3,,,5.76,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,+0.0,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
30,"Hawthorne, Chandra",Arizona,Big 12,Long Jump,2017,SO-2,,,4.97,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,+0.0,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
31,"Hawthorne, Chandra",Arizona,Big 12,Long Jump,2017,SO-2,,,5.08,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,0.5,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
32,"Hawthorne, Chandra",Arizona,Big 12,Long Jump,2017,SO-2,,,5.17,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,0.6,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
33,"Hawthorne, Chandra",Arizona,Big 12,Long Jump,2017,SO-2,,,5.25,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,+0.0,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
34,"Williams, Brittni",Arizona,Big 12,Long Jump,2017,SO-2,,,4.85,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,1.9,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
35,"Williams, Brittni",Arizona,Big 12,Long Jump,2017,SO-2,,,4.95,m,Duel In The Desert- ASU vs Arizona,2017-04-28,,,1.3,Outdoor,https://www.tfrrs.org/results/51627/3163273/Duel_In_The_Desert-_ASU_vs_Arizona/Long-Jump,TFRRS all_performances
36,"Bonds, Tiana",Arizona,Big 12,100H,2017,JR-3,,,14.04,seconds,Pac-12 Championships,2017-05-13,,,0.6,Outdoor,https://www.tfrrs.org/results/51891/3191896/Pac-12_Championships/100-Hurdles,TFRRS all_performances
37,"Johns, Rachel",Arizona,Big 12,100H,2017,JR-3,,,19.20,seconds,Pac-12 Championships,2017-05-13,,,0.6,Outdoor,https://www.tfrrs.org/results/51891/3191896/Pac-12_Championships/100-Hurdles,TFRRS all_performances
38,"Bonds, Tiana",Arizona,Big 12,400H,2017,JR-3,,,1:03.79,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191873/Pac-12_Championships/400-Hurdles,TFRRS all_performances
39,"Sutton, April",Arizona,Big 12,400H,2017,FR-1,,,1:02.16,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191873/Pac-12_Championships/400-Hurdles,TFRRS all_performances
40,"Watson, Sage",Arizona,Big 12,400H,2017,SR-4,,,55.01,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191873/Pac-12_Championships/400-Hurdles,TFRRS all_performances
41,"Watson, Sage",Arizona,Big 12,400H,2017,SR-4,,,56.50,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191873/Pac-12_Championships/400-Hurdles,TFRRS all_performances
42,"Bryant, Malia",Arizona,Big 12,400m,2017,FR-1,,,56.92,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191894/Pac-12_Championships/400-Meters,TFRRS all_performances
43,"Gajda, Diana",Arizona,Big 12,400m,2017,SO-2,,,55.13,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191894/Pac-12_Championships/400-Meters,TFRRS all_performances
44,"Gray, Jasper",Arizona,Big 12,400m,2017,SR-4,,,57.53,seconds,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191894/Pac-12_Championships/400-Meters,TFRRS all_performances
45,"Watson, Sage",Arizona,Big 12,400H,2017,SR-4,,,56.13,seconds,NCAA Division I West Preliminary Round,2017-05-25,,,,Outdoor,https://www.tfrrs.org/results/51921/3197633/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
46,"Watson, Sage",Arizona,Big 12,400H,2017,SR-4,,,57.35,seconds,NCAA Division I West Preliminary Round,2017-05-25,,,,Outdoor,https://www.tfrrs.org/results/51921/3197633/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
47,"Gajda, Diana",Arizona,Big 12,400m,2017,SO-2,,,55.16,seconds,NCAA Division I West Preliminary Round,2017-05-25,,,,Outdoor,https://www.tfrrs.org/results/51921/3197647/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
48,"Watson, Sage",Arizona,Big 12,400H,2017,SR-4,,,54.52,seconds,NCAA Division I Outdoor Track & Field Championships,2017-06-07,,,,Outdoor,https://www.tfrrs.org/results/51935/3199097/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
49,"Watson, Sage",Arizona,Big 12,400H,2017,SR-4,,,54.88,seconds,NCAA Division I Outdoor Track & Field Championships,2017-06-07,,,,Outdoor,https://www.tfrrs.org/results/51935/3199097/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
50,"Appiah, Margaret",BYU,Big 12,100H,2017,SR-4,,,14.87,seconds,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,1.3,Outdoor,https://www.tfrrs.org/results/47830/3036659/UNLV_Invitational_and_Sheila_Tarr_Multis/100-Hurdles,TFRRS all_performances
51,"Folsom, Halley",BYU,Big 12,100H,2017,SO-2,,,15.74,seconds,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3113484/UNLV_Invitational_and_Sheila_Tarr_Multis/100-Hurdles,TFRRS all_performances
52,"Yetter, Lindsay",BYU,Big 12,100H,2017,FR-1,,,14.53,seconds,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3113484/UNLV_Invitational_and_Sheila_Tarr_Multis/100-Hurdles,TFRRS all_performances
53,"Folsom, Halley",BYU,Big 12,Long Jump,2017,SO-2,,,4.65,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3113488/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
54,"Folsom, Halley",BYU,Big 12,Long Jump,2017,SO-2,,,4.80,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,0.2,Outdoor,https://www.tfrrs.org/results/47830/3113488/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
55,"Long, Ellyana",BYU,Big 12,Long Jump,2017,FR-1,,,4.22,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3036657/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
56,"Long, Ellyana",BYU,Big 12,Long Jump,2017,FR-1,,,4.63,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3036657/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
57,"Long, Ellyana",BYU,Big 12,Long Jump,2017,FR-1,,,4.73,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3036657/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
58,"Long, Ellyana",BYU,Big 12,Long Jump,2017,FR-1,,,4.87,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/47830/3036657/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
59,"Yetter, Lindsay",BYU,Big 12,Long Jump,2017,FR-1,,,5.26,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,0.9,Outdoor,https://www.tfrrs.org/results/47830/3113488/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
60,"Yetter, Lindsay",BYU,Big 12,Long Jump,2017,FR-1,,,5.35,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,0.9,Outdoor,https://www.tfrrs.org/results/47830/3113488/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
61,"Yetter, Lindsay",BYU,Big 12,Long Jump,2017,FR-1,,,5.43,m,UNLV Invitational and Sheila Tarr Multis,2017-03-16,,,0.6,Outdoor,https://www.tfrrs.org/results/47830/3113488/UNLV_Invitational_and_Sheila_Tarr_Multis/Long-Jump,TFRRS all_performances
62,"Gunnerson, Kaitlyn",BYU,Big 12,100H,2017,SO-2,,,14.73,seconds,Trojan Invitational,2017-03-17,,,0.6,Outdoor,https://www.tfrrs.org/results/48842/3036916/Trojan_Invitational/100-Hurdles,TFRRS all_performances
63,"Gunnerson, Kaitlyn",BYU,Big 12,400H,2017,SO-2,,,1:02.72,seconds,Trojan Invitational,2017-03-17,,,,Outdoor,https://www.tfrrs.org/results/48842/3036917/Trojan_Invitational/400-Hurdles,TFRRS all_performances
64,"Hedgepeth, Christina",BYU,Big 12,400m,2017,JR-3,,,59.84,seconds,Trojan Invitational,2017-03-17,,,,Outdoor,https://www.tfrrs.org/results/48842/3036924/Trojan_Invitational/400-Meters,TFRRS all_performances
65,"Pinnock, Cassidy",BYU,Big 12,400m,2017,SO-2,,,57.50,seconds,Trojan Invitational,2017-03-17,,,,Outdoor,https://www.tfrrs.org/results/48842/3036924/Trojan_Invitational/400-Meters,TFRRS all_performances
66,"Thomas, Diamond",BYU,Big 12,400m,2017,JR-3,,,1:00.03,seconds,Trojan Invitational,2017-03-17,,,,Outdoor,https://www.tfrrs.org/results/48842/3036924/Trojan_Invitational/400-Meters,TFRRS all_performances
67,"Dixon, Kiyana",BYU,Big 12,Long Jump,2017,SO-2,,,5.06,m,Trojan Invitational,2017-03-17,,,0.2,Outdoor,https://www.tfrrs.org/results/48842/3036918/Trojan_Invitational/Long-Jump,TFRRS all_performances
68,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.05,m,Trojan Invitational,2017-03-17,,,-1.5,Outdoor,https://www.tfrrs.org/results/48842/3036918/Trojan_Invitational/Long-Jump,TFRRS all_performances
69,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.09,m,Trojan Invitational,2017-03-17,,,-1.3,Outdoor,https://www.tfrrs.org/results/48842/3036918/Trojan_Invitational/Long-Jump,TFRRS all_performances
70,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.40,m,Trojan Invitational,2017-03-17,,,+0.0,Outdoor,https://www.tfrrs.org/results/48842/3036918/Trojan_Invitational/Long-Jump,TFRRS all_performances
71,"Jackson, ShyAndrea",BYU,Big 12,Long Jump,2017,JR-3,,,5.04,m,Trojan Invitational,2017-03-17,,,0.4,Outdoor,https://www.tfrrs.org/results/48842/3036918/Trojan_Invitational/Long-Jump,TFRRS all_performances
72,"Appiah, Margaret",BYU,Big 12,100H,2017,SR-4,,,14.79,seconds,39th Annual Aztec Open,2017-03-24,,,0.3,Outdoor,https://www.tfrrs.org/results/48786/3051334/39th_Annual_Aztec_Open/100-Hurdles,TFRRS all_performances
73,"Folsom, Halley",BYU,Big 12,100H,2017,SO-2,,,15.45,seconds,39th Annual Aztec Invitational,2017-03-24,,,1.1,Outdoor,https://www.tfrrs.org/results/48789/3054529/39th_Annual_Aztec_Invitational/100-Hurdles,TFRRS all_performances
74,"Gunnerson, Kaitlyn",BYU,Big 12,400H,2017,SO-2,,,1:01.75,seconds,2017 90th Clyde Littlefield Texas Relays,2017-03-29,,,,Outdoor,https://www.tfrrs.org/results/48669/3075236/2017_90th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
75,"Porter, Brenna",BYU,Big 12,400H,2017,SO-2,,,59.20,seconds,2017 90th Clyde Littlefield Texas Relays,2017-03-29,,,,Outdoor,https://www.tfrrs.org/results/48669/3075236/2017_90th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
76,"Folsom, Halley",BYU,Big 12,100H,2017,SO-2,,,15.07,seconds,2017 UVU Collegiate Invitational,2017-03-31,,,2.0,Outdoor,https://www.tfrrs.org/results/50494/3076952/2017_UVU_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
77,"Welling, Naomi",BYU,Big 12,100H,2017,FR-1,,,15.31,seconds,2017 UVU Collegiate Invitational,2017-03-31,,,2.0,Outdoor,https://www.tfrrs.org/results/50494/3076952/2017_UVU_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
78,"Welling, Naomi",BYU,Big 12,400H,2017,FR-1,,,1:03.35,seconds,2017 UVU Collegiate Invitational,2017-03-31,,,,Outdoor,https://www.tfrrs.org/results/50494/3076942/2017_UVU_Collegiate_Invitational/400-Hurdles,TFRRS all_performances
79,"Rawlinson, Lauren",BYU,Big 12,400m,2017,FR-1,,,58.26,seconds,2017 UVU Collegiate Invitational,2017-03-31,,,,Outdoor,https://www.tfrrs.org/results/50494/3076951/2017_UVU_Collegiate_Invitational/400-Meters,TFRRS all_performances
80,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.18,m,2017 UVU Collegiate Invitational,2017-03-31,,,1.6,Outdoor,https://www.tfrrs.org/results/50494/3076962/2017_UVU_Collegiate_Invitational/Long-Jump,TFRRS all_performances
81,"Jackson, ShyAndrea",BYU,Big 12,Long Jump,2017,JR-3,,,5.22,m,2017 UVU Collegiate Invitational,2017-03-31,,,1.2,Outdoor,https://www.tfrrs.org/results/50494/3076962/2017_UVU_Collegiate_Invitational/Long-Jump,TFRRS all_performances
82,"Miller, Keesha",BYU,Big 12,Long Jump,2017,SO-2,,,5.28,m,2017 UVU Collegiate Invitational,2017-03-31,,,1.1,Outdoor,https://www.tfrrs.org/results/50494/3076962/2017_UVU_Collegiate_Invitational/Long-Jump,TFRRS all_performances
83,"Appiah, Margaret",BYU,Big 12,100H,2017,SR-4,,,14.75,seconds,38th Sun Angel Classic,2017-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/50850/3101059/38th_Sun_Angel_Classic/100-Hurdles,TFRRS all_performances
84,"Folsom, Halley",BYU,Big 12,100H,2017,SO-2,,,15.36,seconds,38th Sun Angel Classic,2017-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/50850/3101059/38th_Sun_Angel_Classic/100-Hurdles,TFRRS all_performances
85,"Gunnerson, Kaitlyn",BYU,Big 12,100H,2017,SO-2,,,14.77,seconds,38th Sun Angel Classic,2017-04-06,,,0.8,Outdoor,https://www.tfrrs.org/results/50850/3101059/38th_Sun_Angel_Classic/100-Hurdles,TFRRS all_performances
86,"Porter, Brenna",BYU,Big 12,100H,2017,SO-2,,,14.94,seconds,38th Sun Angel Classic,2017-04-06,,,0.8,Outdoor,https://www.tfrrs.org/results/50850/3101059/38th_Sun_Angel_Classic/100-Hurdles,TFRRS all_performances
87,"Gunnerson, Kaitlyn",BYU,Big 12,400H,2017,SO-2,,,1:02.35,seconds,38th Sun Angel Classic,2017-04-06,,,,Outdoor,https://www.tfrrs.org/results/50850/3101114/38th_Sun_Angel_Classic/400-Hurdles,TFRRS all_performances
88,"Porter, Brenna",BYU,Big 12,400H,2017,SO-2,,,58.76,seconds,38th Sun Angel Classic,2017-04-06,,,,Outdoor,https://www.tfrrs.org/results/50850/3101114/38th_Sun_Angel_Classic/400-Hurdles,TFRRS all_performances
89,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.22,m,38th Sun Angel Classic,2017-04-06,,,0.1,Outdoor,https://www.tfrrs.org/results/50850/3101040/38th_Sun_Angel_Classic/Long-Jump,TFRRS all_performances
90,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.24,m,38th Sun Angel Classic,2017-04-06,,,0.1,Outdoor,https://www.tfrrs.org/results/50850/3101040/38th_Sun_Angel_Classic/Long-Jump,TFRRS all_performances
91,"Hadley, Chloe",BYU,Big 12,Long Jump,2017,SR-4,,,5.38,m,38th Sun Angel Classic,2017-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/50850/3101040/38th_Sun_Angel_Classic/Long-Jump,TFRRS all_performances
92,"Miller, Keesha",BYU,Big 12,Long Jump,2017,SO-2,,,5.06,m,38th Sun Angel Classic,2017-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/50850/3101040/38th_Sun_Angel_Classic/Long-Jump,TFRRS all_performances
93,"Rawlinson, Lauren",BYU,Big 12,400m,2017,FR-1,,,58.01,seconds,Utah/Weber State Spring Classic,2017-04-07,,,,Outdoor,https://www.tfrrs.org/results/50819/3096553/Utah_Weber_State_Spring_Classic/400-Meters,TFRRS all_performances
94,"Welling, Naomi",BYU,Big 12,400H,2017,FR-1,,,1:03.52,seconds,Utah/Weber State Spring Classic - Day 2,2017-04-08,,,,Outdoor,https://www.tfrrs.org/results/50822/3097299/Utah_Weber_State_Spring_Classic_-_Day_2/400-Hurdles,TFRRS all_performances
95,"Appiah, Margaret",BYU,Big 12,100H,2017,SR-4,,,14.68,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,0.2,Outdoor,https://www.tfrrs.org/results/50022/3121128/Utah_State_Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
96,"Folsom, Halley",BYU,Big 12,100H,2017,SO-2,,,15.44,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,-0.9,Outdoor,https://www.tfrrs.org/results/50022/3121128/Utah_State_Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
97,"Gunnerson, Kaitlyn",BYU,Big 12,100H,2017,SO-2,,,14.53,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,0.2,Outdoor,https://www.tfrrs.org/results/50022/3121128/Utah_State_Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
98,"Porter, Brenna",BYU,Big 12,100H,2017,SO-2,,,14.43,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,0.2,Outdoor,https://www.tfrrs.org/results/50022/3121128/Utah_State_Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
99,"Welling, Naomi",BYU,Big 12,100H,2017,FR-1,,,15.96,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,-0.9,Outdoor,https://www.tfrrs.org/results/50022/3121128/Utah_State_Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
100,"Yetter, Lindsay",BYU,Big 12,100H,2017,FR-1,,,14.40,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,1.1,Outdoor,https://www.tfrrs.org/results/50022/3121128/Utah_State_Mark_Faldmo_Invitational/100-Hurdles,TFRRS all_performances
101,"Gunnerson, Kaitlyn",BYU,Big 12,400H,2017,SO-2,,,1:01.73,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,,Outdoor,https://www.tfrrs.org/results/50022/3121124/Utah_State_Mark_Faldmo_Invitational/400-Hurdles,TFRRS all_performances
102,"Porter, Brenna",BYU,Big 12,400H,2017,SO-2,,,57.74,seconds,Utah State Mark Faldmo Invitational,2017-04-14,,,,Outdoor,https://www.tfrrs.org/results/50022/3121124/Utah_State_Mark_Faldmo_Invitational/400-Hurdles,TFRRS all_performances
