athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"McDowell, Jessica",Illinois,Big Ten,400m,2024,JR-3,,,51.02,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284402/NCAA_West_First_Round/400-Meters,TFRRS all_performances
"McDowell, Jessica",Illinois,Big Ten,400m,2024,JR-3,,,51.41,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284402/NCAA_West_First_Round/400-Meters,TFRRS all_performances
"Ilves, Johanna",Nebraska,Big Ten,100H,2024,SR-4,,,13.70,seconds,Pepsi Florida Relays,2024-03-29,,,0.8,Outdoor,https://www.tfrrs.org/results/83593/5148557/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Wanjoku, Favour",Nebraska,Big Ten,100H,2024,JR-3,,,14.42,seconds,Pepsi Florida Relays,2024-03-29,,,1.4,Outdoor,https://www.tfrrs.org/results/83593/5148557/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,1:01.99,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148573/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400H,2024,SR-4,,,1:02.17,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148573/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Walker, Meghan",Nebraska,Big Ten,400m,2024,SO-2,,,55.35,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148536/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,100H,2024,FR-1,,,14.92,seconds,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5171481/_2024_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Ilves, Johanna",Nebraska,Big Ten,100H,2024,SR-4,,,13.56,seconds,2024 Jim Click Shootout,2024-04-05,,,1.4,Outdoor,https://www.tfrrs.org/results/81577/5171481/_2024_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,1:03.18,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Hubert, Quincy",Nebraska,Big Ten,400H,2024,FR-1,,,1:05.58,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400H,2024,SR-4,,,1:01.87,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Deebom, Bariborve",Nebraska,Big Ten,100H,2024,FR-1,,,14.25,seconds,Michael Johnson Invitational,2024-04-19,,,1.5,Outdoor,https://www.tfrrs.org/results/81449/5219283/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
"Wanjoku, Favour",Nebraska,Big Ten,100H,2024,JR-3,,,14.56,seconds,Michael Johnson Invitational,2024-04-19,,,0.5,Outdoor,https://www.tfrrs.org/results/81449/5219283/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,1:01.75,seconds,Michael Johnson Invitational,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/81449/5219291/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400H,2024,SR-4,,,1:01.65,seconds,Michael Johnson Invitational,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/81449/5219291/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400m,2024,SR-4,,,59.61,seconds,Michael Johnson Invitational,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/81449/5219298/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
"Walker, Meghan",Nebraska,Big Ten,400m,2024,SO-2,,,56.01,seconds,Michael Johnson Invitational,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/81449/5219298/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
"Ilves, Johanna",Nebraska,Big Ten,100H,2024,SR-4,,,13.69,seconds,114th Drake Relays,2024-04-24,,,2.0,Outdoor,https://www.tfrrs.org/results/84215/5243223/114th_Drake_Relays/100-Hurdles,TFRRS all_performances
"Stepney, LaQwasia",Nebraska,Big Ten,100H,2024,SR-4,,,14.64,seconds,114th Drake Relays,2024-04-24,,,1.8,Outdoor,https://www.tfrrs.org/results/84215/5243223/114th_Drake_Relays/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,1:00.02,seconds,114th Drake Relays,2024-04-24,,,,Outdoor,https://www.tfrrs.org/results/84215/5243153/114th_Drake_Relays/400-Hurdles,TFRRS all_performances
"Walker, Meghan",Nebraska,Big Ten,400m,2024,SO-2,,,55.60,seconds,114th Drake Relays,2024-04-24,,,,Outdoor,https://www.tfrrs.org/results/84215/5243225/114th_Drake_Relays/400-Meters,TFRRS all_performances
"Wanjoku, Favour",Nebraska,Big Ten,100H,2024,JR-3,,,14.41,seconds,Wichita State Shocker Open,2024-05-03,,,0.9,Outdoor,https://www.tfrrs.org/results/84237/5259782/Wichita_State_Shocker_Open/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,58.47,seconds,Wichita State Shocker Open,2024-05-03,,,,Outdoor,https://www.tfrrs.org/results/84237/5259769/Wichita_State_Shocker_Open/400-Hurdles,TFRRS all_performances
"Hubert, Quincy",Nebraska,Big Ten,400H,2024,FR-1,,,1:03.00,seconds,Wichita State Shocker Open,2024-05-03,,,,Outdoor,https://www.tfrrs.org/results/84237/5259769/Wichita_State_Shocker_Open/400-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400H,2024,SR-4,,,59.93,seconds,Wichita State Shocker Open,2024-05-03,,,,Outdoor,https://www.tfrrs.org/results/84237/5259769/Wichita_State_Shocker_Open/400-Hurdles,TFRRS all_performances
"Pfannenstiel, Marie",Nebraska,Big Ten,400m,2024,SO-2,,,58.66,seconds,Wichita State Shocker Open,2024-05-03,,,,Outdoor,https://www.tfrrs.org/results/84237/5259775/Wichita_State_Shocker_Open/400-Meters,TFRRS all_performances
"Ilves, Johanna",Nebraska,Big Ten,100H,2024,SR-4,,,13.42,seconds,Big Ten Outdoor Championships,2024-05-10,,,1.2,Outdoor,https://www.tfrrs.org/results/86945/5277370/Big_Ten_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Wanjoku, Favour",Nebraska,Big Ten,100H,2024,JR-3,,,14.21,seconds,Big Ten Outdoor Championships,2024-05-10,,,2.0,Outdoor,https://www.tfrrs.org/results/86945/5277388/Big_Ten_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,58.14,seconds,Big Ten Outdoor Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/86945/5277372/Big_Ten_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,59.35,seconds,Big Ten Outdoor Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/86945/5277372/Big_Ten_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400H,2024,SR-4,,,1:00.93,seconds,Big Ten Outdoor Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/86945/5277372/Big_Ten_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Walker, Meghan",Nebraska,Big Ten,400m,2024,SO-2,,,55.47,seconds,Big Ten Outdoor Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/86945/5277354/Big_Ten_Outdoor_Championships/400-Meters,TFRRS all_performances
"Ilves, Johanna",Nebraska,Big Ten,100H,2024,SR-4,,,13.25,seconds,NCAA West First Round,2024-05-22,,,1.9,Outdoor,https://www.tfrrs.org/results/86989/5284407/NCAA_West_First_Round/100-Hurdles,TFRRS all_performances
"Artley, Abrielle",Nebraska,Big Ten,400H,2024,FR-1,,,59.16,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284399/NCAA_West_First_Round/400-Hurdles,TFRRS all_performances
"Bullock, Gianna",Oregon,Big Ten,100H,2024,JR-3,,,14.31,seconds,Oregon Preview,2024-03-22,,,1.2,Outdoor,https://www.tfrrs.org/results/83408/5129291/Oregon_Preview/100-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2024,SR-4,,,13.59,seconds,Oregon Preview,2024-03-22,,,1.2,Outdoor,https://www.tfrrs.org/results/83408/5129291/Oregon_Preview/100-Hurdles,TFRRS all_performances
"Uzoekwe, Colleen",Oregon,Big Ten,100H,2024,SR-4,,,14.13,seconds,Oregon Preview,2024-03-22,,,0.5,Outdoor,https://www.tfrrs.org/results/83408/5129291/Oregon_Preview/100-Hurdles,TFRRS all_performances
"Doht-Barron, Lakely",Oregon,Big Ten,400m,2024,FR-1,,,55.75,seconds,45th Aztec Invitational,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/83606/5129734/45th_Aztec_Invitational/400-Meters,TFRRS all_performances
"Bullock, Gianna",Oregon,Big Ten,100H,2024,JR-3,,,14.28,seconds,Stanford Invitational,2024-03-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/83461/5148847/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2024,SR-4,,,13.87,seconds,Stanford Invitational,2024-03-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/83461/5148847/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Uzoekwe, Colleen",Oregon,Big Ten,100H,2024,SR-4,,,14.03,seconds,Stanford Invitational,2024-03-29,,,0.9,Outdoor,https://www.tfrrs.org/results/83461/5148847/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"McCormick, Aaliyah",Oregon,Big Ten,100H,2024,SO-2,,,13.11,seconds,Brutus Hamilton 2024,2024-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/81521/5172168/Brutus_Hamilton_2024/100-Hurdles,TFRRS all_performances
"Doht-Barron, Lakely",Oregon,Big Ten,400m,2024,FR-1,,,55.66,seconds,Brutus Hamilton 2024,2024-04-06,,,,Outdoor,https://www.tfrrs.org/results/81521/5172167/Brutus_Hamilton_2024/400-Meters,TFRRS all_performances
"Wright, Katriina",Oregon,Big Ten,400m,2024,JR-3,,,53.07,seconds,Brutus Hamilton 2024,2024-04-06,,,,Outdoor,https://www.tfrrs.org/results/81521/5172167/Brutus_Hamilton_2024/400-Meters,TFRRS all_performances
"Bullock, Gianna",Oregon,Big Ten,100H,2024,JR-3,,,14.12,seconds,2024 Bryan Clay Invitational,2024-04-11,,,1.8,Outdoor,https://www.tfrrs.org/results/82236/5233073/2024_Bryan_Clay_Invitational/100-Hurdles,TFRRS all_performances
"Kannon, Madyson",Oregon,Big Ten,400H,2024,SO-2,,,1:02.66,seconds,Lane Invite,2024-04-13,,,,Outdoor,https://www.tfrrs.org/results/81822/5200735/Lane_Invite/400-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2024,SR-4,,,13.94,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,-1.1,Outdoor,https://www.tfrrs.org/results/84352/5247041/64th_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
"McCormick, Aaliyah",Oregon,Big Ten,100H,2024,SO-2,,,12.81,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,1.8,Outdoor,https://www.tfrrs.org/results/84352/5221421/64th_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,56.71,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221400/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
"Kannon, Madyson",Oregon,Big Ten,400H,2024,SO-2,,,1:02.04,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221433/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
"Doht-Barron, Lakely",Oregon,Big Ten,400m,2024,FR-1,,,54.06,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221450/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Wright, Katriina",Oregon,Big Ten,400m,2024,JR-3,,,54.05,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221484/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Bullock, Gianna",Oregon,Big Ten,100H,2024,JR-3,,,14.05,seconds,Desert Heat Classic 2024,2024-04-27,,,0.9,Outdoor,https://www.tfrrs.org/results/81578/5242971/_Desert_Heat_Classic_2024/100-Hurdles,TFRRS all_performances
"Kannon, Madyson",Oregon,Big Ten,100H,2024,SO-2,,,14.69,seconds,Desert Heat Classic 2024,2024-04-27,,,0.7,Outdoor,https://www.tfrrs.org/results/81578/5242971/_Desert_Heat_Classic_2024/100-Hurdles,TFRRS all_performances
"Williams, Annika",Oregon,Big Ten,100H,2024,JR-3,,,14.82,seconds,Desert Heat Classic 2024,2024-04-27,,,0.3,Outdoor,https://www.tfrrs.org/results/81578/5242971/_Desert_Heat_Classic_2024/100-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,56.33,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
"Kannon, Madyson",Oregon,Big Ten,400H,2024,SO-2,,,1:02.26,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
"Clayton, Ella",Oregon,Big Ten,400m,2024,JR-3,,,53.16,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242999/_Desert_Heat_Classic_2024/400-Meters,TFRRS all_performances
"Doht-Barron, Lakely",Oregon,Big Ten,400m,2024,FR-1,,,54.78,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242999/_Desert_Heat_Classic_2024/400-Meters,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2024,SR-4,,,13.66,seconds,NCAA Division I Outdoor Track & Field Championships,2024-05-05,,,0.3,Outdoor,https://www.tfrrs.org/results/87017/5286218/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Williams, Annika",Oregon,Big Ten,100H,2024,JR-3,,,13.75,seconds,NCAA Division I Outdoor Track & Field Championships,2024-05-05,,,1.9,Outdoor,https://www.tfrrs.org/results/87017/5286218/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,55.30,seconds,NCAA Division I Outdoor Track & Field Championships,2024-05-05,,,,Outdoor,https://www.tfrrs.org/results/87017/5286186/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,55.94,seconds,NCAA Division I Outdoor Track & Field Championships,2024-05-05,,,,Outdoor,https://www.tfrrs.org/results/87017/5286186/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Bullock, Gianna",Oregon,Big Ten,100H,2024,JR-3,,,14.03,seconds,PAC-12 Track and Field Championships,2024-05-10,,,0.4,Outdoor,https://www.tfrrs.org/results/83706/5277506/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2024,SR-4,,,13.58,seconds,PAC-12 Track and Field Championships,2024-05-10,,,2.0,Outdoor,https://www.tfrrs.org/results/83706/5277506/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
"Uzoekwe, Colleen",Oregon,Big Ten,100H,2024,SR-4,,,14.06,seconds,PAC-12 Track and Field Championships,2024-05-10,,,0.4,Outdoor,https://www.tfrrs.org/results/83706/5277506/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
"Williams, Annika",Oregon,Big Ten,100H,2024,JR-3,,,14.38,seconds,PAC-12 Track and Field Championships,2024-05-10,,,-1.5,Outdoor,https://www.tfrrs.org/results/83706/5277506/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,57.11,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,57.78,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
"Clayton, Ella",Oregon,Big Ten,400m,2024,JR-3,,,52.64,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
"Clayton, Ella",Oregon,Big Ten,400m,2024,JR-3,,,52.96,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
"Doht-Barron, Lakely",Oregon,Big Ten,400m,2024,FR-1,,,54.11,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
"Wright, Katriina",Oregon,Big Ten,400m,2024,JR-3,,,52.57,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
"Wright, Katriina",Oregon,Big Ten,400m,2024,JR-3,,,52.79,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,56.24,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284399/NCAA_West_First_Round/400-Hurdles,TFRRS all_performances
"Grebo, Shana",Oregon,Big Ten,400H,2024,JR-3,,,56.74,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284399/NCAA_West_First_Round/400-Hurdles,TFRRS all_performances
"Clayton, Ella",Oregon,Big Ten,400m,2024,JR-3,,,52.49,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284402/NCAA_West_First_Round/400-Meters,TFRRS all_performances
"Clayton, Ella",Oregon,Big Ten,400m,2024,JR-3,,,52.51,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284402/NCAA_West_First_Round/400-Meters,TFRRS all_performances
"Wright, Katriina",Oregon,Big Ten,400m,2024,JR-3,,,52.44,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284402/NCAA_West_First_Round/400-Meters,TFRRS all_performances
"Wright, Katriina",Oregon,Big Ten,400m,2024,JR-3,,,53.28,seconds,NCAA West First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86989/5284402/NCAA_West_First_Round/400-Meters,TFRRS all_performances
"Ballard, Simone",USC,Big Ten,100H,2024,SO-2,,,13.41,seconds,Beach Opener 2024,2024-03-01,,,0.5,Outdoor,https://www.tfrrs.org/results/81676/5089218/Beach_Opener_2024/100-Hurdles,TFRRS all_performances
"Chan, Alexandra",USC,Big Ten,100H,2024,SR-4,,,14.83,seconds,Beach Opener 2024,2024-03-01,,,1.8,Outdoor,https://www.tfrrs.org/results/81676/5089218/Beach_Opener_2024/100-Hurdles,TFRRS all_performances
"Strayhorn, Kiara",USC,Big Ten,100H,2024,SO-2,,,14.37,seconds,Beach Opener 2024,2024-03-01,,,0.5,Outdoor,https://www.tfrrs.org/results/81676/5089218/Beach_Opener_2024/100-Hurdles,TFRRS all_performances
"Blockburger, Alyssa",USC,Big Ten,400m,2024,SR-4,,,55.95,seconds,Beach Opener 2024,2024-03-01,,,,Outdoor,https://www.tfrrs.org/results/81676/5089219/Beach_Opener_2024/400-Meters,TFRRS all_performances
"Maccagnini, Gigi",USC,Big Ten,400m,2024,JR-3,,,56.98,seconds,Beach Opener 2024,2024-03-01,,,,Outdoor,https://www.tfrrs.org/results/81676/5089219/Beach_Opener_2024/400-Meters,TFRRS all_performances
"Serville, Rae-Anne",USC,Big Ten,400m,2024,SR-4,,,54.32,seconds,Beach Opener 2024,2024-03-01,,,,Outdoor,https://www.tfrrs.org/results/81676/5089219/Beach_Opener_2024/400-Meters,TFRRS all_performances
"Ballard, Simone",USC,Big Ten,100H,2024,SO-2,,,13.52,seconds,Trojan Invite,2024-03-22,,,0.2,Outdoor,https://www.tfrrs.org/results/83310/5128040/Trojan_Invite/100-Hurdles,TFRRS all_performances
"Chan, Alexandra",USC,Big Ten,100H,2024,SR-4,,,18.74,seconds,Trojan Invite,2024-03-22,,,0.2,Outdoor,https://www.tfrrs.org/results/83310/5128040/Trojan_Invite/100-Hurdles,TFRRS all_performances
"Waldron, Nonah",USC,Big Ten,100H,2024,FR-1,,,13.30,seconds,Trojan Invite,2024-03-22,,,0.2,Outdoor,https://www.tfrrs.org/results/83310/5128040/Trojan_Invite/100-Hurdles,TFRRS all_performances
"Ballard, Simone",USC,Big Ten,400H,2024,SO-2,,,1:02.54,seconds,Trojan Invite,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/83310/5128016/Trojan_Invite/400-Hurdles,TFRRS all_performances
"Serville, Rae-Anne",USC,Big Ten,400H,2024,SR-4,,,58.98,seconds,Trojan Invite,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/83310/5128016/Trojan_Invite/400-Hurdles,TFRRS all_performances
"Waldron, Nonah",USC,Big Ten,400H,2024,FR-1,,,1:00.68,seconds,Trojan Invite,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/83310/5128016/Trojan_Invite/400-Hurdles,TFRRS all_performances
"Cenci, Takiya",USC,Big Ten,400m,2024,SO-2,,,54.23,seconds,Trojan Invite,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/83310/5128009/Trojan_Invite/400-Meters,TFRRS all_performances
"Smith, Jalaysiya",USC,Big Ten,100H,2024,JR-3,,,13.27,seconds,Pepsi Florida Relays,2024-03-29,,,0.3,Outdoor,https://www.tfrrs.org/results/83593/5148557/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Waldron, Nonah",USC,Big Ten,100H,2024,FR-1,,,13.60,seconds,Pepsi Florida Relays,2024-03-29,,,0.8,Outdoor,https://www.tfrrs.org/results/83593/5148557/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Ballard, Simone",USC,Big Ten,400H,2024,SO-2,,,1:00.34,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148573/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Serville, Rae-Anne",USC,Big Ten,400H,2024,SR-4,,,58.04,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148573/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Waldron, Nonah",USC,Big Ten,400H,2024,FR-1,,,59.86,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148573/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Cenci, Takiya",USC,Big Ten,400m,2024,SO-2,,,53.42,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148536/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
