athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,1:00.27,s,UNF Spring Break Invitational,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/51941/3362664/UNF_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,400H,2018,SO-2,,,1:05.82,s,UNF Spring Break Invitational,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/51941/3362664/UNF_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Ferguson, Fellan",Clemson,ACC,400m,2018,SR-4,,,54.23,s,UNF Spring Break Invitational,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/51941/3362654/UNF_Spring_Break_Invitational/400-Meters,TFRRS all_performances
"McIntosh, Kamryn",Clemson,ACC,400m,2018,FR-1,,,54.83,s,UNF Spring Break Invitational,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/51941/3362654/UNF_Spring_Break_Invitational/400-Meters,TFRRS all_performances
"Johnson, Valerie",Clemson,ACC,Long Jump,2018,JR-3,,,5.86,m,UNF Spring Break Invitational,2018-03-23,,,1.7,Outdoor,https://www.tfrrs.org/results/51941/3362689/UNF_Spring_Break_Invitational/Long-Jump,TFRRS all_performances
"White, Harleigh",Clemson,ACC,Long Jump,2018,FR-1,,,5.48,m,UNF Spring Break Invitational,2018-03-23,,,1.5,Outdoor,https://www.tfrrs.org/results/51941/3362689/UNF_Spring_Break_Invitational/Long-Jump,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,58.75,s,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,,Outdoor,https://www.tfrrs.org/results/53836/3382120/Home_Depot_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,59.46,s,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,,Outdoor,https://www.tfrrs.org/results/53836/3382120/Home_Depot_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,59.25,s,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,,Outdoor,https://www.tfrrs.org/results/53836/3382120/Home_Depot_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,100H,2018,SO-2,,,15.68,s,Crimson Tide Invitational,2018-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/55889/3403246/Crimson_Tide_Invitational/100-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,400H,2018,SO-2,,,1:02.08,s,Crimson Tide Invitational,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55889/3403233/Crimson_Tide_Invitational/400-Hurdles,TFRRS all_performances
"Johnson, Valerie",Clemson,ACC,Long Jump,2018,JR-3,,,5.51,m,Crimson Tide Invitational,2018-04-06,,,0.1,Outdoor,https://www.tfrrs.org/results/55889/3403249/Crimson_Tide_Invitational/Long-Jump,TFRRS all_performances
"Johnson, Valerie",Clemson,ACC,Long Jump,2018,JR-3,,,5.74,m,Tiger Track Classic 2018,2018-04-13,,,1.8,Outdoor,https://www.tfrrs.org/results/51956/3427147/Tiger_Track_Classic_2018/Long-Jump,TFRRS all_performances
"White, Harleigh",Clemson,ACC,Long Jump,2018,FR-1,,,5.26,m,Tiger Track Classic 2018,2018-04-13,,,2.0,Outdoor,https://www.tfrrs.org/results/51956/3427147/Tiger_Track_Classic_2018/Long-Jump,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2018,SO-2,,,13.99,s,LSU Alumni Gold,2018-04-21,,,1.9,Outdoor,https://www.tfrrs.org/results/52609/3451218/LSU_Alumni_Gold/100-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,100H,2018,SO-2,,,13.43,s,LSU Alumni Gold,2018-04-21,,,1.7,Outdoor,https://www.tfrrs.org/results/52609/3451256/LSU_Alumni_Gold/100-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,58.42,s,LSU Alumni Gold,2018-04-21,,,,Outdoor,https://www.tfrrs.org/results/52609/3451234/LSU_Alumni_Gold/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,57.76,s,LSU Alumni Gold,2018-04-21,,,,Outdoor,https://www.tfrrs.org/results/52609/3451257/LSU_Alumni_Gold/400-Hurdles,TFRRS all_performances
"Johnson, Valerie",Clemson,ACC,Long Jump,2018,JR-3,,,5.85,m,LSU Alumni Gold,2018-04-21,,,1.0,Outdoor,https://www.tfrrs.org/results/52609/3451269/LSU_Alumni_Gold/Long-Jump,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,58.73,s,Penn Relays,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56767/3476320/Penn_Relays/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,1:00.54,s,Penn Relays,2018-04-26,,,,Outdoor,https://www.tfrrs.org/results/56767/3476320/Penn_Relays/400-Hurdles,TFRRS all_performances
"Johnson, Valerie",Clemson,ACC,Long Jump,2018,JR-3,,,5.61,m,Penn Relays,2018-04-26,,,0.9,Outdoor,https://www.tfrrs.org/results/56767/3476322/Penn_Relays/Long-Jump,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2018,SO-2,,,13.80,s,ACC Outdoor Championships,2018-05-10,,,1.0,Outdoor,https://www.tfrrs.org/results/57034/3506464/ACC_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,100H,2018,JR-3,,,14.44,s,ACC Outdoor Championships,2018-05-10,,,0.6,Outdoor,https://www.tfrrs.org/results/57034/3506464/ACC_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,100H,2018,SO-2,,,13.63,s,ACC Outdoor Championships,2018-05-10,,,0.1,Outdoor,https://www.tfrrs.org/results/57034/3506464/ACC_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,58.46,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,58.55,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,57.23,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,57.80,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Clarke, Kendra",Clemson,ACC,400m,2018,JR-3,,,52.65,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506462/ACC_Outdoor_Championships/400-Meters,TFRRS all_performances
"Clarke, Kendra",Clemson,ACC,400m,2018,JR-3,,,53.36,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506462/ACC_Outdoor_Championships/400-Meters,TFRRS all_performances
"Johnson, Valerie",Clemson,ACC,Long Jump,2018,JR-3,,,5.47,m,ACC Outdoor Championships,2018-05-10,,,0.5,Outdoor,https://www.tfrrs.org/results/57034/3506474/ACC_Outdoor_Championships/Long-Jump,TFRRS all_performances
"White, Harleigh",Clemson,ACC,Long Jump,2018,FR-1,,,5.38,m,ACC Outdoor Championships,2018-05-10,,,1.0,Outdoor,https://www.tfrrs.org/results/57034/3506474/ACC_Outdoor_Championships/Long-Jump,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,100H,2018,SO-2,,,13.52,s,NCAA East Preliminary Round,2018-05-24,,,0.7,Outdoor,https://www.tfrrs.org/results/57099/3515282/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,57.11,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515266/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,57.42,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515266/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,57.52,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515266/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,57.94,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515266/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Clarke, Kendra",Clemson,ACC,400m,2018,JR-3,,,55.25,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515281/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2018,JR-3,,,58.62,s,NCAA Division I Outdoor Championships,2018-06-06,,,,Outdoor,https://www.tfrrs.org/results/57114/3516374/NCAA_Division_I_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2018,SO-2,,,59.05,s,NCAA Division I Outdoor Championships,2018-06-06,,,,Outdoor,https://www.tfrrs.org/results/57114/3516374/NCAA_Division_I_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2018,JR-3,,,14.48,s,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,0.4,Outdoor,https://www.tfrrs.org/results/53836/3434948/Home_Depot_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
"Marsh, Erin",Duke,ACC,100H,2018,FR-1,,,14.02,s,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,1.3,Outdoor,https://www.tfrrs.org/results/53836/3434948/Home_Depot_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
"Hoffman, Lauren",Duke,ACC,400H,2018,FR-1,,,1:00.50,s,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,,Outdoor,https://www.tfrrs.org/results/53836/3382120/Home_Depot_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2018,JR-3,,,5.96,m,Home Depot Clyde Littlefield Texas Relays,2018-03-28,,,2.0,Outdoor,https://www.tfrrs.org/results/53836/3382058/Home_Depot_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Kutzer, Kate",Duke,ACC,100H,2018,FR-1,,,15.63,s,Raleigh Relays,2018-03-30,,,-0.7,Outdoor,https://www.tfrrs.org/results/55531/3381072/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,62.21,s,Raleigh Relays,2018-03-30,Final,,,Outdoor,https://www.tfrrs.org/athletes/5626119/Duke/India_Lowe.html,legacy_source_needs_review
"Gbadegesin, Simi",Duke,ACC,400m,2018,FR-1,,,57.22,s,Raleigh Relays,2018-03-30,,,,Outdoor,https://www.tfrrs.org/results/55531/3381070/Raleigh_Relays/400-Meters,TFRRS all_performances
"Kutzer, Kate",Duke,ACC,100H,2018,FR-1,,,15.18,s,Battle of the Blues,2018-04-06,,,1.5,Outdoor,https://www.tfrrs.org/results/55868/3401089/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2018,JR-3,,,14.39,s,Battle of the Blues,2018-04-06,,,1.5,Outdoor,https://www.tfrrs.org/results/55868/3401089/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Marsh, Erin",Duke,ACC,100H,2018,FR-1,,,13.83,s,Battle of the Blues,2018-04-06,,,1.5,Outdoor,https://www.tfrrs.org/results/55868/3401089/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Hoffman, Lauren",Duke,ACC,400H,2018,FR-1,,,1:00.27,s,Battle of the Blues,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55868/3401077/Battle_of_the_Blues/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,59.46,s,Battle of the Blues,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55868/3401077/Battle_of_the_Blues/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,60.85,s,Battle of the Blues,2018-04-06,Final,,,Outdoor,https://www.tfrrs.org/athletes/5626119/Duke/India_Lowe.html,legacy_source_needs_review
"Gbadegesin, Simi",Duke,ACC,400m,2018,FR-1,,,57.69,s,Battle of the Blues,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55868/3401088/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2018,JR-3,,,55.07,s,Battle of the Blues,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55868/3401088/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2018,JR-3,,,55.17,s,Battle of the Blues,2018-04-06,Final,,,Outdoor,https://www.tfrrs.org/athletes/5641923/Duke/MacKenzie_Kerr.html,legacy_source_needs_review
"Price, Madeline",Duke,ACC,400m,2018,SR-4,,,53.21,s,Battle of the Blues,2018-04-06,,,,Outdoor,https://www.tfrrs.org/results/55868/3401088/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Campbell, Kethlin",Duke,ACC,Long Jump,2018,FR-1,,,5.75,m,Battle of the Blues,2018-04-06,,,0.9,Outdoor,https://www.tfrrs.org/results/55868/3401091/Battle_of_the_Blues/Long-Jump,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2018,JR-3,,,6.13,m,Battle of the Blues,2018-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/55868/3401091/Battle_of_the_Blues/Long-Jump,TFRRS all_performances
"Hoffman, Lauren",Duke,ACC,400H,2018,FR-1,,,1:02.40,s,Tennessee Relays,2018-04-12,,,,Outdoor,https://www.tfrrs.org/results/54171/3425861/Tennessee_Relays/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,1:01.45,s,Tennessee Relays,2018-04-12,,,,Outdoor,https://www.tfrrs.org/results/54171/3425861/Tennessee_Relays/400-Hurdles,TFRRS all_performances
"Campbell, Kethlin",Duke,ACC,Long Jump,2018,FR-1,,,5.57,m,Tennessee Relays,2018-04-12,,,0.9,Outdoor,https://www.tfrrs.org/results/54171/3425853/Tennessee_Relays/Long-Jump,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2018,JR-3,,,6.07,m,Tennessee Relays,2018-04-12,,,1.9,Outdoor,https://www.tfrrs.org/results/54171/3425853/Tennessee_Relays/Long-Jump,TFRRS all_performances
"Kutzer, Kate",Duke,ACC,100H,2018,FR-1,,,15.38,s,Bryan Clay Invitational,2018-04-19,,,0.7,Outdoor,https://www.tfrrs.org/results/54070/3482326/Bryan_Clay_Invitational/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2018,JR-3,,,14.40,s,Bryan Clay Invitational,2018-04-19,,,1.8,Outdoor,https://www.tfrrs.org/results/54070/3482333/Bryan_Clay_Invitational/100-Hurdles,TFRRS all_performances
"Kutzer, Kate",Duke,ACC,Long Jump,2018,FR-1,,,5.30,m,Bryan Clay Invitational,2018-04-19,,,+0.0,Outdoor,https://www.tfrrs.org/results/54070/3482330/Bryan_Clay_Invitational/Long-Jump,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2018,JR-3,,,5.78,m,Bryan Clay Invitational,2018-04-19,,,0.7,Outdoor,https://www.tfrrs.org/results/54070/3482337/Bryan_Clay_Invitational/Long-Jump,TFRRS all_performances
"Hoffman, Lauren",Duke,ACC,400H,2018,FR-1,,,1:01.23,s,Duke Invitational,2018-04-20,,,,Outdoor,https://www.tfrrs.org/results/56501/3453009/Duke_Invitational/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,58.77,s,Duke Invitational,2018-04-20,,,,Outdoor,https://www.tfrrs.org/results/56501/3453009/Duke_Invitational/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,60.60,s,Duke Invitational,2018-04-20,Final,,,Outdoor,https://www.tfrrs.org/athletes/5626119/Duke/India_Lowe.html,legacy_source_needs_review
"Aveni, Brittany",Duke,ACC,400m,2018,SO-2,,,55.42,s,Duke Invitational,2018-04-20,,,,Outdoor,https://www.tfrrs.org/results/56501/3453023/Duke_Invitational/400-Meters,TFRRS all_performances
"Gbadegesin, Simi",Duke,ACC,400m,2018,FR-1,,,57.72,s,Duke Invitational,2018-04-20,,,,Outdoor,https://www.tfrrs.org/results/56501/3453023/Duke_Invitational/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2018,JR-3,,,54.73,s,Duke Invitational,2018-04-20,Final,,,Outdoor,https://www.tfrrs.org/athletes/5641923/Duke/MacKenzie_Kerr.html,legacy_source_needs_review
"Kerr, MacKenzie",Duke,ACC,400m,2018,JR-3,,,55.10,s,Duke Invitational,2018-04-20,,,,Outdoor,https://www.tfrrs.org/results/56501/3453023/Duke_Invitational/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2018,SR-4,,,53.69,s,Duke Invitational,2018-04-20,,,,Outdoor,https://www.tfrrs.org/results/56501/3453023/Duke_Invitational/400-Meters,TFRRS all_performances
"Kutzer, Kate",Duke,ACC,100H,2018,FR-1,,,15.10,s,Virginia Grand Prix,2018-04-28,,,1.9,Outdoor,https://www.tfrrs.org/results/56771/3478460/Virginia_Grand_Prix/100-Hurdles,TFRRS all_performances
"Hoffman, Lauren",Duke,ACC,400H,2018,FR-1,,,1:00.76,s,Virginia Grand Prix,2018-04-28,,,,Outdoor,https://www.tfrrs.org/results/56771/3478447/Virginia_Grand_Prix/400-Hurdles,TFRRS all_performances
"Gbadegesin, Simi",Duke,ACC,400m,2018,FR-1,,,57.18,s,Virginia Grand Prix,2018-04-28,,,,Outdoor,https://www.tfrrs.org/results/56771/3478458/Virginia_Grand_Prix/400-Meters,TFRRS all_performances
"Campbell, Kethlin",Duke,ACC,Long Jump,2018,FR-1,,,4.73,m,Virginia Grand Prix,2018-04-28,,,1.1,Outdoor,https://www.tfrrs.org/results/56771/3478462/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Kutzer, Kate",Duke,ACC,Long Jump,2018,FR-1,,,5.54,m,Virginia Grand Prix,2018-04-28,,,-0.1,Outdoor,https://www.tfrrs.org/results/56771/3478462/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2018,JR-3,,,14.45,s,ACC Outdoor Championships,2018-05-10,,,0.5,Outdoor,https://www.tfrrs.org/results/57034/3509235/ACC_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Marsh, Erin",Duke,ACC,100H,2018,FR-1,,,13.98,s,ACC Outdoor Championships,2018-05-10,,,0.5,Outdoor,https://www.tfrrs.org/results/57034/3509235/ACC_Outdoor_Championships/100-Hurdles,TFRRS all_performances
"Marsh, Erin",Duke,ACC,100H,2018,FR-1,,,14.35,s,ACC Outdoor Championships,2018-05-10,,,-0.4,Outdoor,https://www.tfrrs.org/results/57034/3506464/ACC_Outdoor_Championships/100-Hurdles,TFRRS all_performances
Teddi Maslowski,Duke,ACC,100H,2018,RS-SR,,,14.18,s,ACC Outdoor Championships,2018-05-10,Prelim,,,Outdoor,https://www.tfrrs.org/results/57034/f/ACC_Outdoor_Championships,legacy_source_needs_review
"Hoffman, Lauren",Duke,ACC,400H,2018,FR-1,,,1:00.44,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,1:00.48,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,59.28,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506441/ACC_Outdoor_Championships/400-Hurdles,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2018,JR-3,,,54.48,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506462/ACC_Outdoor_Championships/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2018,JR-3,,,54.76,s,ACC Outdoor Championships,2018-05-10,Prelim,,,Outdoor,https://www.tfrrs.org/athletes/5641923/Duke/MacKenzie_Kerr.html,legacy_source_needs_review
"Price, Madeline",Duke,ACC,400m,2018,SR-4,,,52.30,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506462/ACC_Outdoor_Championships/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2018,SR-4,,,52.91,s,ACC Outdoor Championships,2018-05-10,,,,Outdoor,https://www.tfrrs.org/results/57034/3506462/ACC_Outdoor_Championships/400-Meters,TFRRS all_performances
"Campbell, Kethlin",Duke,ACC,Long Jump,2018,FR-1,,,5.47,m,ACC Outdoor Championships,2018-05-10,,,0.7,Outdoor,https://www.tfrrs.org/results/57034/3506474/ACC_Outdoor_Championships/Long-Jump,TFRRS all_performances
"Marsh, Erin",Duke,ACC,Long Jump,2018,FR-1,,,4.83,m,ACC Outdoor Championships,2018-05-10,,,1.1,Outdoor,https://www.tfrrs.org/results/57034/3509239/ACC_Outdoor_Championships/Long-Jump,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2018,JR-3,,,5.91,m,ACC Outdoor Championships,2018-05-10,,,1.3,Outdoor,https://www.tfrrs.org/results/57034/3506474/ACC_Outdoor_Championships/Long-Jump,TFRRS all_performances
"Lowe, India",Duke,ACC,400H,2018,JR-3,,,1:01.62,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515266/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2018,SR-4,,,52.63,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515281/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2018,SR-4,,,52.79,s,NCAA East Preliminary Round,2018-05-24,,,,Outdoor,https://www.tfrrs.org/results/57099/3515281/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Wimberly, Shy'Keya",Florida State,ACC,400H,2018,SR-4,,,1:06.48,s,UCF Black and Gold Challenge,2018-03-16,,,,Outdoor,https://www.tfrrs.org/results/52465/3347750/UCF_Black_and_Gold_Challenge/400-Hurdles,TFRRS all_performances
"Wimberly, Shy'Keya",Florida State,ACC,400H,2018,SR-4,,,66.48,s,Bulls Invitational,2018-03-17,Final,12,,Outdoor,https://www.nolefan.org/summary/wtf2018.html,legacy_source_needs_review
"Jones, Cortney",Florida State,ACC,100H,2018,SO-2,,,13.06,s,FSU Relays,2018-03-23,,,0.2,Outdoor,https://www.tfrrs.org/results/55228/3362601/FSU_Relays/100-Hurdles,TFRRS all_performances
"Wimberly, Shy'Keya",Florida State,ACC,400H,2018,SR-4,,,1:05.27,s,FSU Relays,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/55228/3362597/FSU_Relays/400-Hurdles,TFRRS all_performances
