index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
11,"Montgomery, Athena",Arizona,Big 12,400m,2023,SR-4,,,57.96,seconds,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/76355/4747893/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/400-Meters,TFRRS all_performances
12,"Sanchez Nunez, Antonia",Arizona,Big 12,400m,2023,FR-1,,,55.39,seconds,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/76355/4747893/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/400-Meters,TFRRS all_performances
13,"Akinlosotu, Esther",Arizona,Big 12,Long Jump,2023,FR-1,,,5.28,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.6,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
14,"Akinlosotu, Esther",Arizona,Big 12,Long Jump,2023,FR-1,,,5.38,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.3,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
15,"Akinlosotu, Esther",Arizona,Big 12,Long Jump,2023,FR-1,,,5.46,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,+0.0,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
16,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,5.04,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,+0.0,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
17,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,5.38,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,+0.0,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
18,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,5.49,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.1,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
19,"Mikinski, Paris",Arizona,Big 12,Long Jump,2023,FR-1,,,4.86,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.8,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
20,"Mikinski, Paris",Arizona,Big 12,Long Jump,2023,FR-1,,,4.94,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.8,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
21,"Mikinski, Paris",Arizona,Big 12,Long Jump,2023,FR-1,,,5.17,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.4,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
22,"Perkins, Rylee",Arizona,Big 12,Long Jump,2023,JR-3,,,5.24,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.1,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
23,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.55,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.2,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
24,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.63,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.1,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
25,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.67,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.8,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
26,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.76,m,2023 Willie Williams Classic/Dave Murray Distance Carnival,2023-03-24,,,0.2,Outdoor,https://www.tfrrs.org/results/76355/4747870/_2023_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
27,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.67,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/76356/4799478/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
28,"Lewis, Ajaysha",Arizona,Big 12,100H,2023,JR-3,,,13.99,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/76356/4799478/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
29,"Powers, Hollan",Arizona,Big 12,100H,2023,SO-2,,,14.42,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,0.3,Outdoor,https://www.tfrrs.org/results/76356/4799471/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
30,"Sieben, Skylar",Arizona,Big 12,100H,2023,SR-4,,,14.19,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,0.6,Outdoor,https://www.tfrrs.org/results/76356/4799471/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
31,"Wise, Taylen",Arizona,Big 12,100H,2023,FR-1,,,14.06,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/76356/4799478/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
32,"Montgomery, Athena",Arizona,Big 12,400H,2023,SR-4,,,1:03.36,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/76356/4799493/_Jim_Click_Shootout_2023_Multi/400-Hurdles,TFRRS all_performances
33,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2023,FR-1,,,59.80,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/76356/4799493/_Jim_Click_Shootout_2023_Multi/400-Hurdles,TFRRS all_performances
34,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2023,FR-1,,,55.56,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/76356/4799476/_Jim_Click_Shootout_2023_Multi/400-Meters,TFRRS all_performances
35,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,6.05,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
36,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,6.08,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
37,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,6.50,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-1.2,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
38,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.53,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-2.5,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
39,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.69,m,Jim Click Shootout 2023 Multi,2023-04-06,,,0.8,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
40,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.84,m,Jim Click Shootout 2023 Multi,2023-04-06,,,1.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
41,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,6.07,m,Jim Click Shootout 2023 Multi,2023-04-06,,,1.9,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
42,"Howard, Neysia",Arizona,Big 12,Long Jump,2023,SR-4,,,5.50,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-0.3,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
43,"Howard, Neysia",Arizona,Big 12,Long Jump,2023,SR-4,,,5.69,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
44,"Howard, Neysia",Arizona,Big 12,Long Jump,2023,SR-4,,,5.79,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
45,"Powers, Hollan",Arizona,Big 12,Long Jump,2023,SO-2,,,5.36,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
46,"Powers, Hollan",Arizona,Big 12,Long Jump,2023,SO-2,,,5.37,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-1.8,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
47,"Powers, Hollan",Arizona,Big 12,Long Jump,2023,SO-2,,,5.46,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
48,"Sieben, Skylar",Arizona,Big 12,Long Jump,2023,SR-4,,,5.28,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-1.7,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
49,"Sieben, Skylar",Arizona,Big 12,Long Jump,2023,SR-4,,,5.67,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
50,"Sieben, Skylar",Arizona,Big 12,Long Jump,2023,SR-4,,,5.71,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
51,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.95,m,Jim Click Shootout 2023 Multi,2023-04-06,,,0.9,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
52,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,6.14,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-0.1,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
53,"Bonds, Talie",Arizona,Big 12,100H,2023,,,,12.65,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,1.2,Outdoor,https://www.tfrrs.org/results/77931/4827081/63rd_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
54,"Lewis, Ajaysha",Arizona,Big 12,100H,2023,,,,14.43,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,0.7,Outdoor,https://www.tfrrs.org/results/77931/4827017/63rd_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
55,"Powers, Hollan",Arizona,Big 12,100H,2023,,,,14.32,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,0.1,Outdoor,https://www.tfrrs.org/results/77931/4827017/63rd_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
56,"Sieben, Skylar",Arizona,Big 12,100H,2023,,,,14.61,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,1.5,Outdoor,https://www.tfrrs.org/results/77931/4827017/63rd_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
57,"Montgomery, Athena",Arizona,Big 12,400H,2023,,,,1:02.83,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,,Outdoor,https://www.tfrrs.org/results/77931/4826975/63rd_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
58,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2023,,,,59.84,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,,Outdoor,https://www.tfrrs.org/results/77931/4826975/63rd_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
59,"Santiago, Xahria",Arizona,Big 12,400H,2023,,,,1:01.24,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,,Outdoor,https://www.tfrrs.org/results/77931/4827047/63rd_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
60,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2023,,,,55.80,seconds,63rd Annual Mt. SAC Relays,2023-04-12,,,,Outdoor,https://www.tfrrs.org/results/77931/4826994/63rd_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
61,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,,,,5.95,m,63rd Annual Mt. SAC Relays,2023-04-12,,,0.3,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
62,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,,,,6.07,m,63rd Annual Mt. SAC Relays,2023-04-12,,,+0.0,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
63,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,,,,6.28,m,63rd Annual Mt. SAC Relays,2023-04-12,,,1.6,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
64,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,,,,6.33,m,63rd Annual Mt. SAC Relays,2023-04-12,,,-1.3,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
65,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,,,,5.42,m,63rd Annual Mt. SAC Relays,2023-04-12,,,-0.1,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
66,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,,,,5.66,m,63rd Annual Mt. SAC Relays,2023-04-12,,,1.2,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
67,"Powers, Hollan",Arizona,Big 12,Long Jump,2023,,,,5.35,m,63rd Annual Mt. SAC Relays,2023-04-12,,,0.2,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
68,"Powers, Hollan",Arizona,Big 12,Long Jump,2023,,,,5.53,m,63rd Annual Mt. SAC Relays,2023-04-12,,,0.1,Outdoor,https://www.tfrrs.org/results/77931/4827056/63rd_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
69,"Sanchez N, Antonia",Arizona,Big 12,400H,2023,FR-1,,,1:00.28,seconds,Encuentro Selectivo FMAA,2023-04-28,,,,Outdoor,https://www.tfrrs.org/results/81028/4903677/Encuentro_Selectivo_FMAA/400-Hurdles,TFRRS all_performances
70,"Sanchez N, Antonia",Arizona,Big 12,400H,2023,FR-1,,,58.43,seconds,Encuentro Selectivo FMAA,2023-04-28,,,,Outdoor,https://www.tfrrs.org/results/81028/4903677/Encuentro_Selectivo_FMAA/400-Hurdles,TFRRS all_performances
71,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.95,seconds,Desert Heat Classic 2023,2023-04-29,,,-1.5,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
72,"Lewis, Ajaysha",Arizona,Big 12,100H,2023,JR-3,,,13.90,seconds,Desert Heat Classic 2023,2023-04-29,,,0.5,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
73,"Powers, Hollan",Arizona,Big 12,100H,2023,SO-2,,,14.33,seconds,Desert Heat Classic 2023,2023-04-29,,,0.3,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
74,"Wise, Taylen",Arizona,Big 12,100H,2023,FR-1,,,14.17,seconds,Desert Heat Classic 2023,2023-04-29,,,0.5,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
75,"Montgomery, Athena",Arizona,Big 12,400H,2023,SR-4,,,1:00.95,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881910/_Desert_Heat_Classic_2023/400-Hurdles,TFRRS all_performances
76,"Santiago, Xahria",Arizona,Big 12,400H,2023,SR-4,,,58.41,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881910/_Desert_Heat_Classic_2023/400-Hurdles,TFRRS all_performances
77,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2023,FR-1,,,55.54,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881902/_Desert_Heat_Classic_2023/400-Meters,TFRRS all_performances
78,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,6.09,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
79,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,6.44,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
80,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,6.45,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
81,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.81,m,Desert Heat Classic 2023,2023-04-29,,,0.5,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
82,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.90,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
83,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.62,m,Desert Heat Classic 2023,2023-04-29,,,0.5,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
84,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.83,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
85,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,6.02,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
86,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.75,seconds,Pac-12 Track & Field Championships,2023-05-12,,,-0.1,Outdoor,https://www.tfrrs.org/results/79702/4929178/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
87,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.75,seconds,Pac-12 Track & Field Championships,2023-05-12,,,1.8,Outdoor,https://www.tfrrs.org/results/79702/4929178/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
88,"Lewis, Ajaysha",Arizona,Big 12,100H,2023,JR-3,,,14.08,seconds,Pac-12 Track & Field Championships,2023-05-12,,,1.8,Outdoor,https://www.tfrrs.org/results/79702/4929178/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
89,"Sieben, Skylar",Arizona,Big 12,100H,2023,SR-4,,,14.35,seconds,Pac-12 Track & Field Championships,2023-05-12,,,1.2,Outdoor,https://www.tfrrs.org/results/79702/4929170/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
90,"Wise, Taylen",Arizona,Big 12,100H,2023,FR-1,,,13.91,seconds,Pac-12 Track & Field Championships,2023-05-12,,,1.7,Outdoor,https://www.tfrrs.org/results/79702/4929178/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
91,"Wise, Taylen",Arizona,Big 12,100H,2023,FR-1,,,14.54,seconds,Pac-12 Track & Field Championships,2023-05-12,,,-0.1,Outdoor,https://www.tfrrs.org/results/79702/4929178/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
92,"Montgomery, Athena",Arizona,Big 12,400H,2023,SR-4,,,1:01.84,seconds,Pac-12 Track & Field Championships,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/79702/4929160/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
93,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2023,FR-1,,,59.92,seconds,Pac-12 Track & Field Championships,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/79702/4929160/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
94,"Santiago, Xahria",Arizona,Big 12,400H,2023,SR-4,,,59.92,seconds,Pac-12 Track & Field Championships,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/79702/4929160/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
95,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2023,FR-1,,,57.61,seconds,Pac-12 Track & Field Championships,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/79702/4929197/Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
96,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.40,m,Pac-12 Track & Field Championships,2023-05-12,,,1.8,Outdoor,https://www.tfrrs.org/results/79702/4929145/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
97,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.65,m,Pac-12 Track & Field Championships,2023-05-12,,,1.8,Outdoor,https://www.tfrrs.org/results/79702/4929145/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
98,"Ford, Lauryn",Arizona,Big 12,Long Jump,2023,JR-3,,,5.73,m,Pac-12 Track & Field Championships,2023-05-12,,,1.8,Outdoor,https://www.tfrrs.org/results/79702/4929145/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
