index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
14,"Stoughton, Danni",Illinois,Big Ten,400m,2022,SO-2,,,56.08,seconds,Illini Classic,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/73327/4485774/Illini_Classic/400-Meters,TFRRS all_performances
15,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,4.87,m,Illini Classic,2022-04-09,,,1.8,Outdoor,https://www.tfrrs.org/results/73327/4485757/Illini_Classic/Long-Jump,TFRRS all_performances
16,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.12,m,Illini Classic,2022-04-09,,,1.0,Outdoor,https://www.tfrrs.org/results/73327/4485757/Illini_Classic/Long-Jump,TFRRS all_performances
17,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.18,m,Illini Classic,2022-04-09,,,1.3,Outdoor,https://www.tfrrs.org/results/73327/4485757/Illini_Classic/Long-Jump,TFRRS all_performances
18,"Neely, Logan",Illinois,Big Ten,400H,2022,FR-1,,,1:01.67,seconds,62nd Annual Mt. SAC Relays (Collegiate),2022-04-13,,,,Outdoor,https://www.tfrrs.org/results/72999/4504256/62nd_Annual_Mt_SAC_Relays_Collegiate/400-Hurdles,TFRRS all_performances
19,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,53.58,seconds,62nd Annual Mt. SAC Relays (Collegiate),2022-04-13,,,,Outdoor,https://www.tfrrs.org/results/72999/4504198/62nd_Annual_Mt_SAC_Relays_Collegiate/400-Meters,TFRRS all_performances
20,"Stoughton, Danni",Illinois,Big Ten,400m,2022,SO-2,,,56.22,seconds,62nd Annual Mt. SAC Relays (Collegiate),2022-04-13,,,,Outdoor,https://www.tfrrs.org/results/72999/4504198/62nd_Annual_Mt_SAC_Relays_Collegiate/400-Meters,TFRRS all_performances
21,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.31,m,Bryan Clay Invitational,2022-04-13,,,+0.0,Outdoor,https://www.tfrrs.org/results/70993/4501716/Bryan_Clay_Invitational/Long-Jump,TFRRS all_performances
22,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.43,m,Bryan Clay Invitational,2022-04-13,,,+0.0,Outdoor,https://www.tfrrs.org/results/70993/4501716/Bryan_Clay_Invitational/Long-Jump,TFRRS all_performances
23,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.56,m,Bryan Clay Invitational,2022-04-13,,,+0.0,Outdoor,https://www.tfrrs.org/results/70993/4501716/Bryan_Clay_Invitational/Long-Jump,TFRRS all_performances
24,"Neely, Logan",Illinois,Big Ten,400H,2022,FR-1,,,1:00.24,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520739/Illini_Invitational/400-Hurdles,TFRRS all_performances
25,"Nettles, Kenli",Illinois,Big Ten,400H,2022,FR-1,,,1:02.09,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520739/Illini_Invitational/400-Hurdles,TFRRS all_performances
26,"Weaver, Kionna",Illinois,Big Ten,400H,2022,SO-2,,,1:03.56,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520739/Illini_Invitational/400-Hurdles,TFRRS all_performances
27,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,53.23,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520742/Illini_Invitational/400-Meters,TFRRS all_performances
28,"Neely, Logan",Illinois,Big Ten,400m,2022,FR-1,,,56.29,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520742/Illini_Invitational/400-Meters,TFRRS all_performances
29,"Stoughton, Danni",Illinois,Big Ten,400m,2022,SO-2,,,56.62,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520742/Illini_Invitational/400-Meters,TFRRS all_performances
30,"Weaver, Kionna",Illinois,Big Ten,400m,2022,SO-2,,,1:00.46,seconds,Illini Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74190/4520742/Illini_Invitational/400-Meters,TFRRS all_performances
31,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,54.24,seconds,Drake Relays,2022-04-27,,,,Outdoor,https://www.tfrrs.org/results/74970/4536817/Drake_Relays/400-Meters,TFRRS all_performances
32,"Nettles, Kenli",Illinois,Big Ten,100H,2022,FR-1,,,14.34,seconds,Big Ten Outdoor Track & Field Championships,2022-05-13,,,0.1,Outdoor,https://www.tfrrs.org/results/75158/4559977/Big_Ten_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
33,"Abraham, Mia",Illinois,Big Ten,400m,2022,FR-1,,,1:00.27,seconds,Big Ten Outdoor Track & Field Championships,2022-05-13,,,,Outdoor,https://www.tfrrs.org/results/75158/4559887/Big_Ten_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
34,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,52.79,seconds,Big Ten Outdoor Track & Field Championships,2022-05-13,,,,Outdoor,https://www.tfrrs.org/results/75158/4559887/Big_Ten_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
35,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,53.35,seconds,Big Ten Outdoor Track & Field Championships,2022-05-13,,,,Outdoor,https://www.tfrrs.org/results/75158/4559887/Big_Ten_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
36,"Stoughton, Danni",Illinois,Big Ten,400m,2022,SO-2,,,57.06,seconds,Big Ten Outdoor Track & Field Championships,2022-05-13,,,,Outdoor,https://www.tfrrs.org/results/75158/4559887/Big_Ten_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
37,"Abraham, Mia",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.42,m,Big Ten Outdoor Track & Field Championships,2022-05-13,,,1.5,Outdoor,https://www.tfrrs.org/results/75158/4559898/Big_Ten_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
38,"Nettles, Kenli",Illinois,Big Ten,Long Jump,2022,FR-1,,,5.28,m,Big Ten Outdoor Track & Field Championships,2022-05-13,,,1.6,Outdoor,https://www.tfrrs.org/results/75158/4559981/Big_Ten_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
39,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,53.37,seconds,NCAA West Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75211/4565979/NCAA_West_Preliminary_Round/400-Meters,TFRRS all_performances
40,"McDowell, Jessica",Illinois,Big Ten,400m,2022,SO-2,,,53.74,seconds,NCAA West Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75211/4565979/NCAA_West_Preliminary_Round/400-Meters,TFRRS all_performances
41,"Ilves, Johanna",Nebraska,Big Ten,100H,2022,SO-2,,,14.39,seconds,Florida Relays,2022-03-31,,,-0.4,Outdoor,https://www.tfrrs.org/results/72948/4463913/Florida_Relays/100-Hurdles,TFRRS all_performances
42,"Stepney, LaQwasia",Nebraska,Big Ten,100H,2022,SO-2,,,16.91,seconds,Florida Relays,2022-03-31,,,-0.3,Outdoor,https://www.tfrrs.org/results/72948/4463913/Florida_Relays/100-Hurdles,TFRRS all_performances
43,"Moore, Karlie",Nebraska,Big Ten,400H,2022,SO-2,,,1:02.01,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
44,"Clarke, Ramonia",Nebraska,Big Ten,400m,2022,SO-2,,,55.22,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463895/Florida_Relays/400-Meters,TFRRS all_performances
45,"Clarke, Ramonia",Nebraska,Big Ten,400m,2022,SO-2,,,55.29,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463895/Florida_Relays/400-Meters,TFRRS all_performances
46,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.74,m,Florida Relays,2022-03-31,,,+0.0,Outdoor,https://www.tfrrs.org/results/72948/4463897/Florida_Relays/Long-Jump,TFRRS all_performances
47,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.81,m,Florida Relays,2022-03-31,,,0.6,Outdoor,https://www.tfrrs.org/results/72948/4463897/Florida_Relays/Long-Jump,TFRRS all_performances
48,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.84,m,Florida Relays,2022-03-31,,,0.5,Outdoor,https://www.tfrrs.org/results/72948/4463897/Florida_Relays/Long-Jump,TFRRS all_performances
49,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.90,m,Florida Relays,2022-03-31,,,-0.2,Outdoor,https://www.tfrrs.org/results/72948/4463897/Florida_Relays/Long-Jump,TFRRS all_performances
50,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.51,m,Florida Relays,2022-03-31,,,+0.0,Outdoor,https://www.tfrrs.org/results/72948/4463900/Florida_Relays/Long-Jump,TFRRS all_performances
51,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.61,m,Florida Relays,2022-03-31,,,-1.5,Outdoor,https://www.tfrrs.org/results/72948/4463900/Florida_Relays/Long-Jump,TFRRS all_performances
52,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.63,m,Florida Relays,2022-03-31,,,+0.0,Outdoor,https://www.tfrrs.org/results/72948/4463900/Florida_Relays/Long-Jump,TFRRS all_performances
53,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.71,m,Florida Relays,2022-03-31,,,+0.0,Outdoor,https://www.tfrrs.org/results/72948/4463900/Florida_Relays/Long-Jump,TFRRS all_performances
54,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.76,m,Florida Relays,2022-03-31,,,-0.7,Outdoor,https://www.tfrrs.org/results/72948/4463900/Florida_Relays/Long-Jump,TFRRS all_performances
55,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.01,m,Florida Relays,2022-03-31,,,0.1,Outdoor,https://www.tfrrs.org/results/72948/4463900/Florida_Relays/Long-Jump,TFRRS all_performances
56,"Harris, Winsome",Nebraska,Big Ten,100H,2022,SO-2,,,13.97,seconds,John McDonnell Invitational,2022-04-07,,,1.8,Outdoor,https://www.tfrrs.org/results/73448/4480931/John_McDonnell_Invitational/100-Hurdles,TFRRS all_performances
57,"Ilves, Johanna",Nebraska,Big Ten,100H,2022,SO-2,,,14.09,seconds,John McDonnell Invitational,2022-04-07,,,0.6,Outdoor,https://www.tfrrs.org/results/73448/4480931/John_McDonnell_Invitational/100-Hurdles,TFRRS all_performances
58,"Stepney, LaQwasia",Nebraska,Big Ten,100H,2022,SO-2,,,14.24,seconds,John McDonnell Invitational,2022-04-07,,,0.6,Outdoor,https://www.tfrrs.org/results/73448/4480931/John_McDonnell_Invitational/100-Hurdles,TFRRS all_performances
59,"Moore, Karlie",Nebraska,Big Ten,400H,2022,SO-2,,,1:02.49,seconds,John McDonnell Invitational,2022-04-07,,,,Outdoor,https://www.tfrrs.org/results/73448/4480919/John_McDonnell_Invitational/400-Hurdles,TFRRS all_performances
60,"Hugg, Kayla",Nebraska,Big Ten,400m,2022,SO-2,,,55.09,seconds,John McDonnell Invitational,2022-04-07,,,,Outdoor,https://www.tfrrs.org/results/73448/4480929/John_McDonnell_Invitational/400-Meters,TFRRS all_performances
61,"McCall, Trinity",Nebraska,Big Ten,400m,2022,SO-2,,,1:01.64,seconds,John McDonnell Invitational,2022-04-07,,,,Outdoor,https://www.tfrrs.org/results/73448/4480929/John_McDonnell_Invitational/400-Meters,TFRRS all_performances
62,"Ilves, Lishanna",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.04,m,John McDonnell Invitational,2022-04-07,,,1.0,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
63,"Ilves, Lishanna",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.15,m,John McDonnell Invitational,2022-04-07,,,2.0,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
64,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.80,m,John McDonnell Invitational,2022-04-07,,,0.2,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
65,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.91,m,John McDonnell Invitational,2022-04-07,,,2.0,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
66,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.01,m,John McDonnell Invitational,2022-04-07,,,1.9,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
67,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.06,m,John McDonnell Invitational,2022-04-07,,,1.2,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
68,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.81,m,John McDonnell Invitational,2022-04-07,,,1.5,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
69,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.86,m,John McDonnell Invitational,2022-04-07,,,1.9,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
70,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.87,m,John McDonnell Invitational,2022-04-07,,,-0.3,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
71,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.90,m,John McDonnell Invitational,2022-04-07,,,1.2,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
72,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.96,m,John McDonnell Invitational,2022-04-07,,,0.5,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
73,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.74,m,John McDonnell Invitational,2022-04-07,,,1.9,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
74,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.79,m,John McDonnell Invitational,2022-04-07,,,-0.7,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
75,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.88,m,John McDonnell Invitational,2022-04-07,,,0.9,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
76,"Thomas, Darby",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.96,m,John McDonnell Invitational,2022-04-07,,,0.4,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
77,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2022,FR-1,,,4.41,m,John McDonnell Invitational,2022-04-07,,,1.5,Outdoor,https://www.tfrrs.org/results/73448/4480933/John_McDonnell_Invitational/Long-Jump,TFRRS all_performances
78,"Harris, Winsome",Nebraska,Big Ten,100H,2022,SO-2,,,13.99,seconds,Sooner Invitational,2022-04-15,,,0.6,Outdoor,https://www.tfrrs.org/results/71701/4503431/Sooner_Invitational/100-Hurdles,TFRRS all_performances
79,"Harris, Winsome",Nebraska,Big Ten,100H,2022,SO-2,,,14.04,seconds,Sooner Invitational,2022-04-15,,,1.3,Outdoor,https://www.tfrrs.org/results/71701/4503431/Sooner_Invitational/100-Hurdles,TFRRS all_performances
80,"Ilves, Johanna",Nebraska,Big Ten,100H,2022,SO-2,,,13.87,seconds,Sooner Invitational,2022-04-15,,,0.6,Outdoor,https://www.tfrrs.org/results/71701/4503431/Sooner_Invitational/100-Hurdles,TFRRS all_performances
81,"Ilves, Johanna",Nebraska,Big Ten,100H,2022,SO-2,,,14.02,seconds,Sooner Invitational,2022-04-15,,,1.5,Outdoor,https://www.tfrrs.org/results/71701/4503431/Sooner_Invitational/100-Hurdles,TFRRS all_performances
82,"Myers, Kerrigan",Nebraska,Big Ten,100H,2022,SO-2,,,14.03,seconds,Sooner Invitational,2022-04-15,,,1.5,Outdoor,https://www.tfrrs.org/results/71701/4503431/Sooner_Invitational/100-Hurdles,TFRRS all_performances
83,"Myers, Kerrigan",Nebraska,Big Ten,100H,2022,SO-2,,,14.07,seconds,Sooner Invitational,2022-04-15,,,0.6,Outdoor,https://www.tfrrs.org/results/71701/4503431/Sooner_Invitational/100-Hurdles,TFRRS all_performances
84,"Harris, Winsome",Nebraska,Big Ten,400H,2022,SO-2,,,1:04.34,seconds,Sooner Invitational,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/71701/4503388/Sooner_Invitational/400-Hurdles,TFRRS all_performances
85,"Moore, Karlie",Nebraska,Big Ten,400H,2022,SO-2,,,1:02.87,seconds,Sooner Invitational,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/71701/4503388/Sooner_Invitational/400-Hurdles,TFRRS all_performances
86,"Ilves, Johanna",Nebraska,Big Ten,100H,2022,SO-2,,,13.80,seconds,Michael Johnson Invitational,2022-04-22,,,1.9,Outdoor,https://www.tfrrs.org/results/71446/4517824/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
87,"Stepney, LaQwasia",Nebraska,Big Ten,100H,2022,SO-2,,,13.54,seconds,Michael Johnson Invitational,2022-04-22,,,1.9,Outdoor,https://www.tfrrs.org/results/71446/4517824/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
88,"Moore, Karlie",Nebraska,Big Ten,400H,2022,SO-2,,,1:02.60,seconds,Michael Johnson Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/71446/4517833/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
89,"Clarke, Ramonia",Nebraska,Big Ten,400m,2022,SO-2,,,57.56,seconds,Michael Johnson Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/71446/4517840/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
90,"Hugg, Kayla",Nebraska,Big Ten,400m,2022,SO-2,,,54.56,seconds,Michael Johnson Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/71446/4517840/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
91,"Ilves, Lishanna",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.04,m,Michael Johnson Invitational,2022-04-22,,,0.6,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
92,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.17,m,Michael Johnson Invitational,2022-04-22,,,1.8,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
93,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.79,m,Michael Johnson Invitational,2022-04-22,,,0.3,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
94,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.85,m,Michael Johnson Invitational,2022-04-22,,,1.6,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
95,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,6.09,m,Michael Johnson Invitational,2022-04-22,,,1.9,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
96,"Stepney, LaQwasia",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.25,m,Michael Johnson Invitational,2022-04-22,,,1.8,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
97,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2022,FR-1,,,5.79,m,Michael Johnson Invitational,2022-04-22,,,1.9,Outdoor,https://www.tfrrs.org/results/71446/4517813/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
98,"Ilves, Johanna",Nebraska,Big Ten,100H,2022,SO-2,,,16.31,seconds,Drake Relays,2022-04-27,,,-2.8,Outdoor,https://www.tfrrs.org/results/74970/4536815/Drake_Relays/100-Hurdles,TFRRS all_performances
99,"Stepney, LaQwasia",Nebraska,Big Ten,100H,2022,SO-2,,,14.43,seconds,Drake Relays,2022-04-27,,,-3.0,Outdoor,https://www.tfrrs.org/results/74970/4536815/Drake_Relays/100-Hurdles,TFRRS all_performances
100,"Ilves, Lishanna",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.23,m,Drake Relays,2022-04-27,,,0.7,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
101,"Ilves, Lishanna",Nebraska,Big Ten,Long Jump,2022,SO-2,,,6.29,m,Drake Relays,2022-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
102,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.62,m,Drake Relays,2022-04-27,,,1.5,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
103,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.66,m,Drake Relays,2022-04-27,,,-0.4,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
104,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.76,m,Drake Relays,2022-04-27,,,-0.3,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
105,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2022,SO-2,,,5.84,m,Drake Relays,2022-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
106,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.61,m,Drake Relays,2022-04-27,,,1.4,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
107,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.83,m,Drake Relays,2022-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
108,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,5.87,m,Drake Relays,2022-04-27,,,0.5,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
109,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2022,JR-3,,,6.00,m,Drake Relays,2022-04-27,,,-0.1,Outdoor,https://www.tfrrs.org/results/74970/4536849/Drake_Relays/Long-Jump,TFRRS all_performances
