index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
22,"Simms, Ava",Arizona,Big 12,400m,2025,SO-2,,,53.21,seconds,2025 Jim Click Shootout & Multis,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89574/5511352/_2025_Jim_Click_Shootout__Multis/400-Meters,TFRRS all_performances
23,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.66,m,2025 Jim Click Shootout & Multis,2025-04-04,,,0.7,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
24,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.81,m,2025 Jim Click Shootout & Multis,2025-04-04,,,0.9,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
25,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.93,m,2025 Jim Click Shootout & Multis,2025-04-04,,,1.6,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
26,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.95,m,2025 Jim Click Shootout & Multis,2025-04-04,,,0.2,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
27,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,5.57,m,2025 Jim Click Shootout & Multis,2025-04-04,,,1.4,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
28,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,5.70,m,2025 Jim Click Shootout & Multis,2025-04-04,,,1.4,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
29,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,5.88,m,2025 Jim Click Shootout & Multis,2025-04-04,,,+0.0,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
30,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,6.04,m,2025 Jim Click Shootout & Multis,2025-04-04,,,1.9,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
31,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,6.23,m,2025 Jim Click Shootout & Multis,2025-04-04,,,1.9,Outdoor,https://www.tfrrs.org/results/89574/5511363/_2025_Jim_Click_Shootout__Multis/Long-Jump,TFRRS all_performances
32,"Wise, Taylen",Arizona,Big 12,100H,2025,JR-3,,,13.47,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,-2.3,Outdoor,https://www.tfrrs.org/results/89926/5573866/65th_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
33,"Hall, Keilee",Arizona,Big 12,400H,2025,SO-2,,,59.42,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573847/65th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
34,"Nordman, Brooke",Arizona,Big 12,400H,2025,SO-2,,,59.70,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573883/65th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
35,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2025,JR-3,,,56.81,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573847/65th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
36,"Woods, Cecelia",Arizona,Big 12,400H,2025,SO-2,,,1:01.52,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573883/65th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
37,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2025,SR-4,,,56.55,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573901/65th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
38,"Hall, Keilee",Arizona,Big 12,400m,2025,SO-2,,,55.68,seconds,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573901/65th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
39,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.94,m,65th Annual Mt. SAC Relays,2025-04-18,,,+0.0,Outdoor,https://www.tfrrs.org/results/89926/5573902/65th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
40,"Wise, Taylen",Arizona,Big 12,100H,2025,JR-3,,,13.68,seconds,2025 Desert Heat Classic,2025-05-03,,,0.4,Outdoor,https://www.tfrrs.org/results/89575/5624820/2025_Desert_Heat_Classic_/100-Hurdles,TFRRS all_performances
41,"Hall, Keilee",Arizona,Big 12,400H,2025,SO-2,,,57.93,seconds,2025 Desert Heat Classic,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89575/5624822/2025_Desert_Heat_Classic_/400-Hurdles,TFRRS all_performances
42,"Nordman, Brooke",Arizona,Big 12,400H,2025,SO-2,,,58.66,seconds,2025 Desert Heat Classic,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89575/5624822/2025_Desert_Heat_Classic_/400-Hurdles,TFRRS all_performances
43,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2025,JR-3,,,56.72,seconds,2025 Desert Heat Classic,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89575/5624822/2025_Desert_Heat_Classic_/400-Hurdles,TFRRS all_performances
44,"Woods, Cecelia",Arizona,Big 12,400H,2025,SO-2,,,1:00.33,seconds,2025 Desert Heat Classic,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89575/5624822/2025_Desert_Heat_Classic_/400-Hurdles,TFRRS all_performances
45,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2025,SR-4,,,54.99,seconds,2025 Desert Heat Classic,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89575/5624850/2025_Desert_Heat_Classic_/400-Meters,TFRRS all_performances
46,"Simms, Ava",Arizona,Big 12,400m,2025,SO-2,,,52.41,seconds,2025 Desert Heat Classic,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89575/5624850/2025_Desert_Heat_Classic_/400-Meters,TFRRS all_performances
47,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.76,m,2025 Desert Heat Classic,2025-05-03,,,2.9,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
48,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.99,m,2025 Desert Heat Classic,2025-05-03,,,+0.0,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
49,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.09,m,2025 Desert Heat Classic,2025-05-03,,,1.3,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
50,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.28,m,2025 Desert Heat Classic,2025-05-03,,,0.5,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
51,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.34,m,2025 Desert Heat Classic,2025-05-03,,,+0.0,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
52,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,5.80,m,2025 Desert Heat Classic,2025-05-03,,,1.2,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
53,"Wise, Taylen",Arizona,Big 12,Long Jump,2025,JR-3,,,5.91,m,2025 Desert Heat Classic,2025-05-03,,,2.4,Outdoor,https://www.tfrrs.org/results/89575/5624842/2025_Desert_Heat_Classic_/Long-Jump,TFRRS all_performances
54,"Hall, Keilee",Arizona,Big 12,400H,2025,SO-2,,,59.79,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661314/Big_12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
55,"Nordman, Brooke",Arizona,Big 12,400H,2025,SO-2,,,1:01.80,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661314/Big_12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
56,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2025,JR-3,,,56.23,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661314/Big_12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
57,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2025,JR-3,,,56.53,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661314/Big_12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
58,"Woods, Cecelia",Arizona,Big 12,400H,2025,SO-2,,,1:00.12,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661314/Big_12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
59,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2025,SR-4,,,55.73,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661303/Big_12_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
60,"Simms, Ava",Arizona,Big 12,400m,2025,SO-2,,,53.17,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661303/Big_12_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
61,"Simms, Ava",Arizona,Big 12,400m,2025,SO-2,,,53.52,seconds,Big 12 Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/92590/5661303/Big_12_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
62,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.87,m,Big 12 Outdoor Track & Field Championships,2025-05-15,,,3.7,Outdoor,https://www.tfrrs.org/results/92590/5661306/Big_12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
63,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.05,m,Big 12 Outdoor Track & Field Championships,2025-05-15,,,0.3,Outdoor,https://www.tfrrs.org/results/92590/5661306/Big_12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
64,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.14,m,Big 12 Outdoor Track & Field Championships,2025-05-15,,,-2.0,Outdoor,https://www.tfrrs.org/results/92590/5661306/Big_12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
65,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.36,m,Big 12 Outdoor Track & Field Championships,2025-05-15,,,3.8,Outdoor,https://www.tfrrs.org/results/92590/5661306/Big_12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
66,"Wise, Taylen",Arizona,Big 12,100H,2025,JR-3,,,13.22,seconds,NCAA Division I West First Round,2025-05-28,,,2.1,Outdoor,https://www.tfrrs.org/results/92621/5669919/NCAA_Division_I_West_First_Round/100-Hurdles,TFRRS all_performances
67,"Wise, Taylen",Arizona,Big 12,100H,2025,JR-3,,,13.22,seconds,NCAA Division I West First Round,2025-05-28,,,0.6,Outdoor,https://www.tfrrs.org/results/92621/5669919/NCAA_Division_I_West_First_Round/100-Hurdles,TFRRS all_performances
68,"Hall, Keilee",Arizona,Big 12,400H,2025,SO-2,,,58.95,seconds,NCAA Division I West First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92621/5669911/NCAA_Division_I_West_First_Round/400-Hurdles,TFRRS all_performances
69,"Nordman, Brooke",Arizona,Big 12,400H,2025,SO-2,,,1:00.65,seconds,NCAA Division I West First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92621/5669911/NCAA_Division_I_West_First_Round/400-Hurdles,TFRRS all_performances
70,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2025,JR-3,,,57.41,seconds,NCAA Division I West First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92621/5669911/NCAA_Division_I_West_First_Round/400-Hurdles,TFRRS all_performances
71,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2025,JR-3,,,58.10,seconds,NCAA Division I West First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92621/5669911/NCAA_Division_I_West_First_Round/400-Hurdles,TFRRS all_performances
72,"Simms, Ava",Arizona,Big 12,400m,2025,SO-2,,,52.47,seconds,NCAA Division I West First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92621/5669916/NCAA_Division_I_West_First_Round/400-Meters,TFRRS all_performances
73,"Simms, Ava",Arizona,Big 12,400m,2025,SO-2,,,53.32,seconds,NCAA Division I West First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92621/5669916/NCAA_Division_I_West_First_Round/400-Meters,TFRRS all_performances
74,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.27,m,NCAA Division I West First Round,2025-05-28,,,0.9,Outdoor,https://www.tfrrs.org/results/92621/5669907/NCAA_Division_I_West_First_Round/Long-Jump,TFRRS all_performances
75,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.37,m,NCAA Division I West First Round,2025-05-28,,,2.3,Outdoor,https://www.tfrrs.org/results/92621/5669907/NCAA_Division_I_West_First_Round/Long-Jump,TFRRS all_performances
76,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.42,m,NCAA Division I West First Round,2025-05-28,,,2.1,Outdoor,https://www.tfrrs.org/results/92621/5669907/NCAA_Division_I_West_First_Round/Long-Jump,TFRRS all_performances
77,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,5.84,m,NCAA Division I Outdoor Track & Field Championships,2025-06-11,,,1.1,Outdoor,https://www.tfrrs.org/results/92668/5672519/NCAA_Division_I_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
78,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.27,m,NCAA Division I Outdoor Track & Field Championships,2025-06-11,,,0.1,Outdoor,https://www.tfrrs.org/results/92668/5672519/NCAA_Division_I_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
79,"Bosko, Jenica",Arizona,Big 12,Long Jump,2025,SR-4,,,6.29,m,NCAA Division I Outdoor Track & Field Championships,2025-06-11,,,1.1,Outdoor,https://www.tfrrs.org/results/92668/5672519/NCAA_Division_I_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
80,"Alvarado, Maria",BYU,Big 12,100H,2025,FR-1,,,15.05,seconds,2025 Willie Williams Classic,2025-03-21,,,-0.6,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
81,"Grossarth, Makayla",BYU,Big 12,100H,2025,FR-1,,,15.43,seconds,2025 Willie Williams Classic,2025-03-21,,,-0.6,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
82,"Middleton, Lindsey",BYU,Big 12,100H,2025,SR-4,,,14.01,seconds,2025 Willie Williams Classic,2025-03-21,,,0.2,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
83,"Nuttal, Annie",BYU,Big 12,100H,2025,FR-1,,,15.84,seconds,2025 Willie Williams Classic,2025-03-21,,,0.6,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
84,"Romney, Remy",BYU,Big 12,100H,2025,FR-1,,,14.92,seconds,2025 Willie Williams Classic,2025-03-21,,,0.6,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
85,"Taggart, Madelynne",BYU,Big 12,100H,2025,SO-2,,,15.75,seconds,2025 Willie Williams Classic,2025-03-21,,,0.6,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
86,"Taylor, Violett",BYU,Big 12,100H,2025,FR-1,,,15.18,seconds,2025 Willie Williams Classic,2025-03-21,,,-0.6,Outdoor,https://www.tfrrs.org/results/89572/5463764/2025_Willie_Williams_Classic/100-Hurdles,TFRRS all_performances
87,"Alvarado, Maria",BYU,Big 12,400H,2025,FR-1,,,1:04.23,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
88,"Grossarth, Makayla",BYU,Big 12,400H,2025,FR-1,,,1:06.65,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
89,"Middleton, Lindsey",BYU,Big 12,400H,2025,SR-4,,,1:02.44,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
90,"Nuttal, Annie",BYU,Big 12,400H,2025,FR-1,,,1:02.48,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
91,"Romney, Remy",BYU,Big 12,400H,2025,FR-1,,,1:10.25,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
92,"Taggart, Madelynne",BYU,Big 12,400H,2025,SO-2,,,1:05.15,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
93,"Taylor, Violett",BYU,Big 12,400H,2025,FR-1,,,1:05.66,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463813/2025_Willie_Williams_Classic/400-Hurdles,TFRRS all_performances
94,"Ellis- Dalley, Emily",BYU,Big 12,400m,2025,SR-4,,,55.21,seconds,2025 Willie Williams Classic,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89572/5463809/2025_Willie_Williams_Classic/400-Meters,TFRRS all_performances
95,"Bird, Cameron",BYU,Big 12,100H,2025,JR-3,,,15.40,seconds,46th Aztec Track & Field Invitational,2025-03-22,,,-2.2,Outdoor,https://www.tfrrs.org/results/89229/5464189/46th_Aztec_Track__Field_Invitational/100-Hurdles,TFRRS all_performances
96,"Bonds, Zoey",BYU,Big 12,100H,2025,JR-3,,,14.19,seconds,46th Aztec Track & Field Invitational,2025-03-22,,,-2.2,Outdoor,https://www.tfrrs.org/results/89229/5464189/46th_Aztec_Track__Field_Invitational/100-Hurdles,TFRRS all_performances
97,"Young, Summer",BYU,Big 12,100H,2025,FR-1,,,16.79,seconds,46th Aztec Track & Field Invitational,2025-03-22,,,-1.6,Outdoor,https://www.tfrrs.org/results/89229/5464189/46th_Aztec_Track__Field_Invitational/100-Hurdles,TFRRS all_performances
98,"Naatjes, Mikki",BYU,Big 12,Long Jump,2025,JR-3,,,4.57,m,46th Aztec Track & Field Invitational,2025-03-22,,,1.9,Outdoor,https://www.tfrrs.org/results/89229/5464213/46th_Aztec_Track__Field_Invitational/Long-Jump,TFRRS all_performances
99,"Naatjes, Mikki",BYU,Big 12,Long Jump,2025,JR-3,,,4.74,m,46th Aztec Track & Field Invitational,2025-03-22,,,0.9,Outdoor,https://www.tfrrs.org/results/89229/5464213/46th_Aztec_Track__Field_Invitational/Long-Jump,TFRRS all_performances
100,"Bird, Cameron",BYU,Big 12,100H,2025,JR-3,,,14.71,seconds,Bobcat Invitational 2025,2025-03-27,,,2.1,Outdoor,https://www.tfrrs.org/results/87679/5640840/_Bobcat_Invitational_2025/100-Hurdles,TFRRS all_performances
101,"Bonds, Zoey",BYU,Big 12,100H,2025,JR-3,,,13.60,seconds,Bobcat Invitational 2025,2025-03-27,,,2.1,Outdoor,https://www.tfrrs.org/results/87679/5640840/_Bobcat_Invitational_2025/100-Hurdles,TFRRS all_performances
102,"Young, Summer",BYU,Big 12,100H,2025,FR-1,,,15.75,seconds,Bobcat Invitational 2025,2025-03-27,,,2.2,Outdoor,https://www.tfrrs.org/results/87679/5640840/_Bobcat_Invitational_2025/100-Hurdles,TFRRS all_performances
103,"Bird, Cameron",BYU,Big 12,Long Jump,2025,JR-3,,,5.43,m,Bobcat Invitational 2025,2025-03-27,,,NWI,Outdoor,https://www.tfrrs.org/results/87679/5640844/_Bobcat_Invitational_2025/Long-Jump,TFRRS all_performances
