index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
10,"Oliver, Ashley",Illinois,Big Ten,400m,2023,FR-1,,,56.65,seconds,Fighting Illini Challenge,2023-04-08,,,,Outdoor,https://www.tfrrs.org/results/77863/4798915/Fighting_Illini_Challenge/400-Meters,TFRRS all_performances
11,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.15,m,Fighting Illini Challenge,2023-04-08,,,+0.0,Outdoor,https://www.tfrrs.org/results/77863/4798897/Fighting_Illini_Challenge/Long-Jump,TFRRS all_performances
12,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.19,m,Fighting Illini Challenge,2023-04-08,,,+0.0,Outdoor,https://www.tfrrs.org/results/77863/4798897/Fighting_Illini_Challenge/Long-Jump,TFRRS all_performances
13,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.38,m,Fighting Illini Challenge,2023-04-08,,,-0.1,Outdoor,https://www.tfrrs.org/results/77863/4798897/Fighting_Illini_Challenge/Long-Jump,TFRRS all_performances
14,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.55,m,Fighting Illini Challenge,2023-04-08,,,-1.9,Outdoor,https://www.tfrrs.org/results/77863/4798897/Fighting_Illini_Challenge/Long-Jump,TFRRS all_performances
15,"Stoughton, Danni",Illinois,Big Ten,100H,2023,JR-3,,,15.93,seconds,2023 Bryan Clay Invitational,2023-04-13,,,0.9,Outdoor,https://www.tfrrs.org/results/76221/4898410/2023_Bryan_Clay_Invitational/100-Hurdles,TFRRS all_performances
16,"Stoughton, Danni",Illinois,Big Ten,Long Jump,2023,JR-3,,,5.39,m,2023 Bryan Clay Invitational,2023-04-13,,,0.1,Outdoor,https://www.tfrrs.org/results/76221/4898414/2023_Bryan_Clay_Invitational/Long-Jump,TFRRS all_performances
17,"Rivers, Macee",Illinois,Big Ten,100H,2023,FR-1,,,13.83,seconds,Gary Wieneke Memorial,2023-04-21,,,2.0,Outdoor,https://www.tfrrs.org/results/78093/4849043/Gary_Wieneke_Memorial/100-Hurdles,TFRRS all_performances
18,"Weaver, Kionnah",Illinois,Big Ten,100H,2023,SR-4,,,13.66,seconds,Gary Wieneke Memorial,2023-04-21,,,2.0,Outdoor,https://www.tfrrs.org/results/78093/4849043/Gary_Wieneke_Memorial/100-Hurdles,TFRRS all_performances
19,"Stoughton, Danni",Illinois,Big Ten,400H,2023,JR-3,,,1:01.26,seconds,Gary Wieneke Memorial,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/78093/4849041/Gary_Wieneke_Memorial/400-Hurdles,TFRRS all_performances
20,"Weaver, Kionnah",Illinois,Big Ten,400H,2023,SR-4,,,1:03.02,seconds,Gary Wieneke Memorial,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/78093/4849041/Gary_Wieneke_Memorial/400-Hurdles,TFRRS all_performances
21,"Oliver, Ashley",Illinois,Big Ten,400m,2023,FR-1,,,57.59,seconds,Gary Wieneke Memorial,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/78093/4851843/Gary_Wieneke_Memorial/400-Meters,TFRRS all_performances
22,"Stoughton, Danni",Illinois,Big Ten,400H,2023,JR-3,,,1:01.68,seconds,UNF East Coast Relays,2023-04-28,,,,Outdoor,https://www.tfrrs.org/results/75449/4878639/UNF_East_Coast_Relays/400-Hurdles,TFRRS all_performances
23,"Weaver, Kionnah",Illinois,Big Ten,400H,2023,SR-4,,,1:02.08,seconds,UNF East Coast Relays,2023-04-28,,,,Outdoor,https://www.tfrrs.org/results/75449/4878639/UNF_East_Coast_Relays/400-Hurdles,TFRRS all_performances
24,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,5.74,m,UNF East Coast Relays,2023-04-28,,,1.7,Outdoor,https://www.tfrrs.org/results/75449/4878618/UNF_East_Coast_Relays/Long-Jump,TFRRS all_performances
25,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,5.80,m,UNF East Coast Relays,2023-04-28,,,0.6,Outdoor,https://www.tfrrs.org/results/75449/4878618/UNF_East_Coast_Relays/Long-Jump,TFRRS all_performances
26,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,5.82,m,UNF East Coast Relays,2023-04-28,,,1.5,Outdoor,https://www.tfrrs.org/results/75449/4878618/UNF_East_Coast_Relays/Long-Jump,TFRRS all_performances
27,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,5.99,m,UNF East Coast Relays,2023-04-28,,,0.7,Outdoor,https://www.tfrrs.org/results/75449/4878618/UNF_East_Coast_Relays/Long-Jump,TFRRS all_performances
28,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.04,m,UNF East Coast Relays,2023-04-28,,,1.3,Outdoor,https://www.tfrrs.org/results/75449/4878618/UNF_East_Coast_Relays/Long-Jump,TFRRS all_performances
29,"Weaver, Kionnah",Illinois,Big Ten,100H,2023,SR-4,,,13.79,seconds,Big Ten Outdoor Championships,2023-05-12,,,0.5,Outdoor,https://www.tfrrs.org/results/81218/4928779/Big_Ten_Outdoor_Championships/100-Hurdles,TFRRS all_performances
30,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.00,m,Big Ten Outdoor Championships,2023-05-12,,,0.9,Outdoor,https://www.tfrrs.org/results/81218/4928764/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
31,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.08,m,Big Ten Outdoor Championships,2023-05-12,,,-0.2,Outdoor,https://www.tfrrs.org/results/81218/4928764/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
32,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.10,m,Big Ten Outdoor Championships,2023-05-12,,,0.9,Outdoor,https://www.tfrrs.org/results/81218/4928764/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
33,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.23,m,Big Ten Outdoor Championships,2023-05-12,,,0.2,Outdoor,https://www.tfrrs.org/results/81218/4928764/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
34,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.32,m,Big Ten Outdoor Championships,2023-05-12,,,0.8,Outdoor,https://www.tfrrs.org/results/81218/4928764/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
35,"Stoughton, Danni",Illinois,Big Ten,Long Jump,2023,JR-3,,,5.33,m,Big Ten Outdoor Championships,2023-05-12,,,1.2,Outdoor,https://www.tfrrs.org/results/81218/4928808/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
36,"Stoughton, Danni",Illinois,Big Ten,Long Jump,2023,JR-3,,,5.49,m,Big Ten Outdoor Championships,2023-05-12,,,-1.2,Outdoor,https://www.tfrrs.org/results/81218/4928808/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
37,"Stoughton, Danni",Illinois,Big Ten,Long Jump,2023,JR-3,,,5.55,m,Big Ten Outdoor Championships,2023-05-12,,,0.7,Outdoor,https://www.tfrrs.org/results/81218/4928808/Big_Ten_Outdoor_Championships/Long-Jump,TFRRS all_performances
38,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,5.88,m,NCAA West Preliminary Round,2023-05-24,,,1.0,Outdoor,https://www.tfrrs.org/results/81275/4936740/NCAA_West_Preliminary_Round/Long-Jump,TFRRS all_performances
39,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,5.98,m,NCAA West Preliminary Round,2023-05-24,,,1.6,Outdoor,https://www.tfrrs.org/results/81275/4936740/NCAA_West_Preliminary_Round/Long-Jump,TFRRS all_performances
40,"Humphrey, Tacoria",Illinois,Big Ten,Long Jump,2023,SO-2,,,6.11,m,NCAA West Preliminary Round,2023-05-24,,,0.8,Outdoor,https://www.tfrrs.org/results/81275/4936740/NCAA_West_Preliminary_Round/Long-Jump,TFRRS all_performances
41,"Moore, Karlie",Nebraska,Big Ten,400H,2023,JR-3,,,1:02.61,seconds,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,,Outdoor,https://www.tfrrs.org/results/77369/4767401/2023_95th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
42,"Williams, Velecia",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.69,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,1.3,Outdoor,https://www.tfrrs.org/results/77369/4767322/2023_95th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
43,"Williams, Velecia",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.71,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,1.4,Outdoor,https://www.tfrrs.org/results/77369/4767322/2023_95th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
44,"Williams, Velecia",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.92,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,1.4,Outdoor,https://www.tfrrs.org/results/77369/4767322/2023_95th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
45,"Williams, Velecia",Nebraska,Big Ten,Long Jump,2023,SO-2,,,6.02,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,1.3,Outdoor,https://www.tfrrs.org/results/77369/4767322/2023_95th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
46,"Ilves, Johanna",Nebraska,Big Ten,100H,2023,JR-3,,,13.88,seconds,Bobcat Invitational 2023,2023-03-30,,,0.8,Outdoor,https://www.tfrrs.org/results/75304/4766852/Bobcat_Invitational_2023/100-Hurdles,TFRRS all_performances
47,"Moore, Karlie",Nebraska,Big Ten,400H,2023,JR-3,,,1:02.33,seconds,Bobcat Invitational 2023,2023-03-30,,,,Outdoor,https://www.tfrrs.org/results/75304/4766847/Bobcat_Invitational_2023/400-Hurdles,TFRRS all_performances
48,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2023,SR-4,,,5.99,m,Bobcat Invitational 2023,2023-03-30,,,-0.2,Outdoor,https://www.tfrrs.org/results/75304/4766816/Bobcat_Invitational_2023/Long-Jump,TFRRS all_performances
49,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2023,SR-4,,,6.01,m,Bobcat Invitational 2023,2023-03-30,,,-1.1,Outdoor,https://www.tfrrs.org/results/75304/4766816/Bobcat_Invitational_2023/Long-Jump,TFRRS all_performances
50,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2023,SR-4,,,6.29,m,Bobcat Invitational 2023,2023-03-30,,,0.9,Outdoor,https://www.tfrrs.org/results/75304/4766816/Bobcat_Invitational_2023/Long-Jump,TFRRS all_performances
51,"Ilves, Johanna",Nebraska,Big Ten,100H,2023,JR-3,,,13.50,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/76356/4799478/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
52,"Myers, Kerrigan",Nebraska,Big Ten,100H,2023,JR-3,,,13.95,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/76356/4799478/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
53,"Myers, Kerrigan",Nebraska,Big Ten,100H,2023,JR-3,,,14.07,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,0.6,Outdoor,https://www.tfrrs.org/results/76356/4799471/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
54,"Scholl, Madi",Nebraska,Big Ten,100H,2023,SR-4,,,15.14,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,0.3,Outdoor,https://www.tfrrs.org/results/76356/4799471/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
55,"Wanjoku, Favour",Nebraska,Big Ten,100H,2023,SO-2,,,15.64,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,0.3,Outdoor,https://www.tfrrs.org/results/76356/4799471/_Jim_Click_Shootout_2023_Multi/100-Hurdles,TFRRS all_performances
56,"Moore, Karlie",Nebraska,Big Ten,400H,2023,JR-3,,,1:01.51,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/76356/4799493/_Jim_Click_Shootout_2023_Multi/400-Hurdles,TFRRS all_performances
57,"Brown, Lotavia",Nebraska,Big Ten,400m,2023,SO-2,,,1:00.41,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/76356/4799476/_Jim_Click_Shootout_2023_Multi/400-Meters,TFRRS all_performances
58,"Walker, Meghan",Nebraska,Big Ten,400m,2023,FR-1,,,56.13,seconds,Jim Click Shootout 2023 Multi,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/76356/4799476/_Jim_Click_Shootout_2023_Multi/400-Meters,TFRRS all_performances
59,"Myers, Kerrigan",Nebraska,Big Ten,Long Jump,2023,JR-3,,,5.25,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-1.3,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
60,"Myers, Kerrigan",Nebraska,Big Ten,Long Jump,2023,JR-3,,,5.42,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
61,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.51,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-0.7,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
62,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.58,m,Jim Click Shootout 2023 Multi,2023-04-06,,,0.8,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
63,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.73,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
64,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.83,m,Jim Click Shootout 2023 Multi,2023-04-06,,,0.6,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
65,"Scholl, Madi",Nebraska,Big Ten,Long Jump,2023,SR-4,,,5.24,m,Jim Click Shootout 2023 Multi,2023-04-06,,,0.1,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
66,"Scholl, Madi",Nebraska,Big Ten,Long Jump,2023,SR-4,,,5.35,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
67,"Scholl, Madi",Nebraska,Big Ten,Long Jump,2023,SR-4,,,5.40,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-0.3,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
68,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.42,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-1.2,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
69,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.55,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
70,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.56,m,Jim Click Shootout 2023 Multi,2023-04-06,,,1.1,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
71,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.62,m,Jim Click Shootout 2023 Multi,2023-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
72,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.70,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-1.5,Outdoor,https://www.tfrrs.org/results/76356/4799475/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
73,"Williams, Velecia",Nebraska,Big Ten,Long Jump,2023,SO-2,,,6.36,m,Jim Click Shootout 2023 Multi,2023-04-06,,,-0.2,Outdoor,https://www.tfrrs.org/results/76356/4799504/_Jim_Click_Shootout_2023_Multi/Long-Jump,TFRRS all_performances
74,"Ilves, Johanna",Nebraska,Big Ten,100H,2023,JR-3,,,13.73,seconds,Michael Johnson Invitational,2023-04-21,,,0.3,Outdoor,https://www.tfrrs.org/results/75342/4853618/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
75,"Myers, Kerrigan",Nebraska,Big Ten,100H,2023,JR-3,,,14.21,seconds,Michael Johnson Invitational,2023-04-21,,,-0.2,Outdoor,https://www.tfrrs.org/results/75342/4853618/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
76,"Dutton, Emma",Nebraska,Big Ten,400H,2023,FR-1,,,1:08.11,seconds,Michael Johnson Invitational,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/75342/4853626/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
77,"Moore, Karlie",Nebraska,Big Ten,400H,2023,JR-3,,,1:01.19,seconds,Michael Johnson Invitational,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/75342/4853626/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
78,"Moore, Karlie",Nebraska,Big Ten,400m,2023,JR-3,,,57.11,seconds,Michael Johnson Invitational,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/75342/4853633/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
79,"Walker, Meghan",Nebraska,Big Ten,400m,2023,FR-1,,,56.92,seconds,Michael Johnson Invitational,2023-04-21,,,,Outdoor,https://www.tfrrs.org/results/75342/4853633/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
80,"McElmurry, Ashley",Nebraska,Big Ten,Long Jump,2023,JR-3,,,5.80,m,Michael Johnson Invitational,2023-04-21,,,0.4,Outdoor,https://www.tfrrs.org/results/75342/4853607/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
81,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2023,SR-4,,,6.02,m,Michael Johnson Invitational,2023-04-21,,,1.6,Outdoor,https://www.tfrrs.org/results/75342/4853607/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
82,"Pearson, Zionn",Nebraska,Big Ten,Long Jump,2023,SR-4,,,6.14,m,Michael Johnson Invitational,2023-04-21,,,1.6,Outdoor,https://www.tfrrs.org/results/75342/4853607/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
83,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.49,m,Michael Johnson Invitational,2023-04-21,,,2.0,Outdoor,https://www.tfrrs.org/results/75342/4853607/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
84,"Ilves, Johanna",Nebraska,Big Ten,100H,2023,JR-3,,,13.55,seconds,Drake Relays,2023-04-26,,,0.6,Outdoor,https://www.tfrrs.org/results/80800/4890173/Drake_Relays/100-Hurdles,TFRRS all_performances
85,"Ilves, Johanna",Nebraska,Big Ten,100H,2023,JR-3,,,13.79,seconds,Drake Relays,2023-04-26,,,-0.7,Outdoor,https://www.tfrrs.org/results/80800/4890173/Drake_Relays/100-Hurdles,TFRRS all_performances
86,"Moore, Karlie",Nebraska,Big Ten,400H,2023,JR-3,,,1:00.34,seconds,Drake Relays,2023-04-26,,,,Outdoor,https://www.tfrrs.org/results/80800/4890161/Drake_Relays/400-Hurdles,TFRRS all_performances
87,"Walker, Meghan",Nebraska,Big Ten,400m,2023,FR-1,,,56.38,seconds,Drake Relays,2023-04-26,,,,Outdoor,https://www.tfrrs.org/results/80800/4890133/Drake_Relays/400-Meters,TFRRS all_performances
88,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.45,m,Drake Relays,2023-04-26,,,1.6,Outdoor,https://www.tfrrs.org/results/80800/4890136/Drake_Relays/Long-Jump,TFRRS all_performances
89,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.56,m,Drake Relays,2023-04-26,,,1.1,Outdoor,https://www.tfrrs.org/results/80800/4890136/Drake_Relays/Long-Jump,TFRRS all_performances
90,"Phipps, Rhianna",Nebraska,Big Ten,Long Jump,2023,SO-2,,,5.66,m,Drake Relays,2023-04-26,,,1.8,Outdoor,https://www.tfrrs.org/results/80800/4890136/Drake_Relays/Long-Jump,TFRRS all_performances
91,"Myers, Kerrigan",Nebraska,Big Ten,100H,2023,JR-3,,,13.74,seconds,2023 Prairie Wolf Invite,2023-04-28,,,0.9,Outdoor,https://www.tfrrs.org/results/80799/4897507/2023_Prairie_Wolf_Invite/100-Hurdles,TFRRS all_performances
92,"Dutton, Emma",Nebraska,Big Ten,400H,2023,FR-1,,,1:07.12,seconds,2023 Prairie Wolf Invite,2023-04-28,,,,Outdoor,https://www.tfrrs.org/results/80799/4897528/2023_Prairie_Wolf_Invite/400-Hurdles,TFRRS all_performances
93,"Pfannenstiel, Marie",Nebraska,Big Ten,400m,2023,SO-2,,,1:02.47,seconds,2023 Prairie Wolf Invite,2023-04-28,,,,Outdoor,https://www.tfrrs.org/results/80799/4897525/2023_Prairie_Wolf_Invite/400-Meters,TFRRS all_performances
94,"Myers, Kerrigan",Nebraska,Big Ten,Long Jump,2023,JR-3,,,5.35,m,2023 Prairie Wolf Invite,2023-04-28,,,1.0,Outdoor,https://www.tfrrs.org/results/80799/4897527/2023_Prairie_Wolf_Invite/Long-Jump,TFRRS all_performances
95,"Myers, Kerrigan",Nebraska,Big Ten,Long Jump,2023,JR-3,,,5.47,m,2023 Prairie Wolf Invite,2023-04-28,,,1.7,Outdoor,https://www.tfrrs.org/results/80799/4897527/2023_Prairie_Wolf_Invite/Long-Jump,TFRRS all_performances
96,"Wanjoku, Favour",Nebraska,Big Ten,Long Jump,2023,SO-2,,,4.04,m,2023 Prairie Wolf Invite,2023-04-28,,,1.1,Outdoor,https://www.tfrrs.org/results/80799/4897527/2023_Prairie_Wolf_Invite/Long-Jump,TFRRS all_performances
97,"Myers, Kerrigan",Nebraska,Big Ten,100H,2023,JR-3,,,14.08,seconds,KSU Ward Haylett,2023-05-06,,,0.9,Outdoor,https://www.tfrrs.org/results/80148/4907666/KSU_Ward_Haylett/100-Hurdles,TFRRS all_performances
98,"Moore, Karlie",Nebraska,Big Ten,400H,2023,JR-3,,,1:00.59,seconds,KSU Ward Haylett,2023-05-06,,,,Outdoor,https://www.tfrrs.org/results/80148/4907682/KSU_Ward_Haylett/400-Hurdles,TFRRS all_performances
99,"Dutton, Emma",Nebraska,Big Ten,400m,2023,FR-1,,,1:01.50,seconds,KSU Ward Haylett,2023-05-06,,,,Outdoor,https://www.tfrrs.org/results/80148/4907680/KSU_Ward_Haylett/400-Meters,TFRRS all_performances
100,"Walker, Meghan",Nebraska,Big Ten,400m,2023,FR-1,,,56.72,seconds,KSU Ward Haylett,2023-05-06,,,,Outdoor,https://www.tfrrs.org/results/80148/4907680/KSU_Ward_Haylett/400-Meters,TFRRS all_performances
101,"Walsh, Nieve",Nebraska,Big Ten,400m,2023,SO-2,,,59.00,seconds,KSU Ward Haylett,2023-05-06,,,,Outdoor,https://www.tfrrs.org/results/80148/4907680/KSU_Ward_Haylett/400-Meters,TFRRS all_performances
