athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Stoughton, Danni",Illinois,Big Ten,400m,2021,FR-1,,,57.92,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/70289/4266602/Big_Ten_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Franklin, Jessica",Illinois,Big Ten,400H,2021,FR-1,,,1:03.06,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"McDowell, Jessica",Illinois,Big Ten,400m,2021,FR-1,,,54.15,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Myers, Kerrigan",Nebraska,Big Ten,100H,2021,FR-1,,,14.18,seconds,2021 B1G North Florida Invitational,2021-04-02,,,1.3,Outdoor,https://www.tfrrs.org/results/68310/4169344/2021_B1G_North_Florida_Invitational_/100-Hurdles,TFRRS all_performances
"Moore, Karlie",Nebraska,Big Ten,400H,2021,SO-2,,,1:06.31,seconds,2021 B1G North Florida Invitational,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68310/4169321/2021_B1G_North_Florida_Invitational_/400-Hurdles,TFRRS all_performances
"Clarke, Ramonia",Nebraska,Big Ten,400m,2021,FR-1,,,1:00.56,seconds,2021 B1G North Florida Invitational,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68310/4169314/2021_B1G_North_Florida_Invitational_/400-Meters,TFRRS all_performances
"Hugg, Kayla",Nebraska,Big Ten,400m,2021,SO-2,,,56.75,seconds,2021 B1G North Florida Invitational,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68310/4169314/2021_B1G_North_Florida_Invitational_/400-Meters,TFRRS all_performances
"McCall, Trinity",Nebraska,Big Ten,400m,2021,FR-1,,,1:02.24,seconds,2021 B1G North Florida Invitational,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68310/4169319/2021_B1G_North_Florida_Invitational_/400-Meters,TFRRS all_performances
"Harris, Winsome",Nebraska,Big Ten,100H,2021,SO-2,,,14.80,seconds,Husker Big 10 Invite,2021-04-16,,,-1.0,Outdoor,https://www.tfrrs.org/results/68125/4208783/Husker_Big_10_Invite/100-Hurdles,TFRRS all_performances
"Kadrmas, Katherine",Nebraska,Big Ten,100H,2021,FR-1,,,15.16,seconds,Husker Big 10 Invite,2021-04-16,,,-0.1,Outdoor,https://www.tfrrs.org/results/68125/4236138/Husker_Big_10_Invite/100-Hurdles,TFRRS all_performances
"Stepney, LaQwasia",Nebraska,Big Ten,100H,2021,SO-2,,,14.16,seconds,Husker Big 10 Invite,2021-04-16,,,-1.2,Outdoor,https://www.tfrrs.org/results/68125/4208783/Husker_Big_10_Invite/100-Hurdles,TFRRS all_performances
"Thomas, Darby",Nebraska,Big Ten,100H,2021,SO-2,,,14.14,seconds,Husker Big 10 Invite,2021-04-16,,,-2.3,Outdoor,https://www.tfrrs.org/results/68125/4208783/Husker_Big_10_Invite/100-Hurdles,TFRRS all_performances
"Zanker, Teri",Nebraska,Big Ten,100H,2021,FR-1,,,14.66,seconds,Husker Big 10 Invite,2021-04-16,,,1.3,Outdoor,https://www.tfrrs.org/results/68125/4236138/Husker_Big_10_Invite/100-Hurdles,TFRRS all_performances
"Hadley, Skylar",Nebraska,Big Ten,100H,2021,SO-2,,,14.50,seconds,Fighting Illini Big Ten Relays,2021-04-23,,,1.8,Outdoor,https://www.tfrrs.org/results/69823/4225387/Fighting_Illini_Big_Ten_Relays/100-Hurdles,TFRRS all_performances
"Harris, Winsome",Nebraska,Big Ten,100H,2021,SO-2,,,14.45,seconds,Fighting Illini Big Ten Relays,2021-04-23,,,1.8,Outdoor,https://www.tfrrs.org/results/69823/4225387/Fighting_Illini_Big_Ten_Relays/100-Hurdles,TFRRS all_performances
"Stepney, LaQwasia",Nebraska,Big Ten,100H,2021,SO-2,,,14.50,seconds,Fighting Illini Big Ten Relays,2021-04-23,,,0.9,Outdoor,https://www.tfrrs.org/results/69823/4225387/Fighting_Illini_Big_Ten_Relays/100-Hurdles,TFRRS all_performances
"Thomas, Darby",Nebraska,Big Ten,100H,2021,SO-2,,,13.90,seconds,Fighting Illini Big Ten Relays,2021-04-23,,,0.9,Outdoor,https://www.tfrrs.org/results/69823/4225387/Fighting_Illini_Big_Ten_Relays/100-Hurdles,TFRRS all_performances
"Battistella, Jamieson",Nebraska,Big Ten,100H,2021,FR-1,,,16.73,seconds,M City Classic,2021-04-30,,,-0.4,Outdoor,https://www.tfrrs.org/results/69500/4241447/M_City_Classic/100-Hurdles,TFRRS all_performances
"Battistella, Jamieson",Nebraska,Big Ten,100H,2021,FR-1,,,17.23,seconds,M City Classic,2021-04-30,,,-0.4,Outdoor,https://www.tfrrs.org/results/69500/4241447/M_City_Classic/100-Hurdles,TFRRS all_performances
"Myers, Kerrigan",Nebraska,Big Ten,100H,2021,FR-1,,,14.30,seconds,M City Classic,2021-04-30,,,-0.4,Outdoor,https://www.tfrrs.org/results/69500/4241447/M_City_Classic/100-Hurdles,TFRRS all_performances
"Myers, Kerrigan",Nebraska,Big Ten,100H,2021,FR-1,,,14.52,seconds,M City Classic,2021-04-30,,,-0.4,Outdoor,https://www.tfrrs.org/results/69500/4241447/M_City_Classic/100-Hurdles,TFRRS all_performances
"Hadley, Skylar",Nebraska,Big Ten,100H,2021,SO-2,,,14.79,seconds,Big Ten Invite #4 - Billy Hayes Invite,2021-05-01,,,-1.0,Outdoor,https://www.tfrrs.org/results/65969/4244170/Big_Ten_Invite_4_-_Billy_Hayes_Invite/100-Hurdles,TFRRS all_performances
"Clarke, Ramonia",Nebraska,Big Ten,400m,2021,FR-1,,,59.07,seconds,Big Ten Invite #4 - Billy Hayes Invite,2021-05-01,,,,Outdoor,https://www.tfrrs.org/results/65969/4244161/Big_Ten_Invite_4_-_Billy_Hayes_Invite/400-Meters,TFRRS all_performances
"Hugg, Kayla",Nebraska,Big Ten,400m,2021,SO-2,,,53.52,seconds,Big Ten Invite #4 - Billy Hayes Invite,2021-05-01,,,,Outdoor,https://www.tfrrs.org/results/65969/4244161/Big_Ten_Invite_4_-_Billy_Hayes_Invite/400-Meters,TFRRS all_performances
"Kadrmas, Katherine",Nebraska,Big Ten,100H,2021,FR-1,,,14.78,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,-0.1,Outdoor,https://www.tfrrs.org/results/70289/4268587/Big_Ten_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Myers, Kerrigan",Nebraska,Big Ten,100H,2021,FR-1,,,14.22,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,0.6,Outdoor,https://www.tfrrs.org/results/70289/4268587/Big_Ten_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Stepney, LaQwasia",Nebraska,Big Ten,100H,2021,SO-2,,,43.48,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,1.5,Outdoor,https://www.tfrrs.org/results/70289/4266603/Big_Ten_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Thomas, Darby",Nebraska,Big Ten,100H,2021,SO-2,,,13.75,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,1.5,Outdoor,https://www.tfrrs.org/results/70289/4266603/Big_Ten_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Zanker, Teri",Nebraska,Big Ten,100H,2021,FR-1,,,14.75,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,1.0,Outdoor,https://www.tfrrs.org/results/70289/4268587/Big_Ten_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Hugg, Kayla",Nebraska,Big Ten,400m,2021,SO-2,,,54.84,seconds,Big Ten Outdoor Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/70289/4266602/Big_Ten_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Hugg, Kayla",Nebraska,Big Ten,400m,2021,SO-2,,,54.38,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2021,FR-1,,,14.82,seconds,42nd Aztec Invitational,2021-03-25,,,1.7,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Sloan, Emily",Oregon,Big Ten,100H,2021,SO-2,,,13.24,seconds,42nd Aztec Invitational,2021-03-25,,,-1.3,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,100H,2021,FR-1,,,13.48,seconds,42nd Aztec Invitational,2021-03-25,,,1.7,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,400H,2021,FR-1,,,1:02.65,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150121/42nd_Aztec_Invitational/400-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2021,FR-1,,,14.76,seconds,Hayward Premiere,2021-04-02,,,0.1,Outdoor,https://www.tfrrs.org/results/67754/4168738/Hayward_Premiere/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,100H,2021,FR-1,,,13.83,seconds,Hayward Premiere,2021-04-02,,,-0.4,Outdoor,https://www.tfrrs.org/results/67754/4168738/Hayward_Premiere/100-Hurdles,TFRRS all_performances
"Foster, Rhesa",Oregon,Big Ten,100H,2021,SR-4,,,13.89,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,0.5,Outdoor,https://www.tfrrs.org/results/68926/4209678/2021_West_Coast_Classic-_Arizona/100-Hurdles,TFRRS all_performances
"Sloan, Emily",Oregon,Big Ten,100H,2021,SO-2,,,13.16,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,0.5,Outdoor,https://www.tfrrs.org/results/68926/4209678/2021_West_Coast_Classic-_Arizona/100-Hurdles,TFRRS all_performances
"Beauvais, Gabriella",Oregon,Big Ten,400m,2021,SR-4,,,54.79,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/68926/4209685/2021_West_Coast_Classic-_Arizona/400-Meters,TFRRS all_performances
"Brown, Iman",Oregon,Big Ten,400m,2021,JR-3,,,54.42,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/68926/4209685/2021_West_Coast_Classic-_Arizona/400-Meters,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2021,FR-1,,,15.05,seconds,Oregon Relays,2021-04-23,,,-0.4,Outdoor,https://www.tfrrs.org/results/69801/4226001/Oregon_Relays/100-Hurdles,TFRRS all_performances
"Sloan, Emily",Oregon,Big Ten,100H,2021,SO-2,,,13.22,seconds,Oregon Relays,2021-04-23,,,-0.3,Outdoor,https://www.tfrrs.org/results/69801/4225982/Oregon_Relays/100-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2021,FR-1,,,15.29,seconds,OSU High Performance Meet,2021-04-30,,,-0.2,Outdoor,https://www.tfrrs.org/results/68375/4243476/OSU_High_Performance_Meet/100-Hurdles,TFRRS all_performances
"Sloan, Emily",Oregon,Big Ten,100H,2021,SO-2,,,13.04,seconds,2021 Desert Heat Classic,2021-05-01,,,1.0,Outdoor,https://www.tfrrs.org/results/69643/4244629/2021_Desert_Heat_Classic/100-Hurdles,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2021,FR-1,,,14.89,seconds,Oregon Twilight,2021-05-07,,,-0.3,Outdoor,https://www.tfrrs.org/results/69460/4254894/Oregon_Twilight/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,100H,2021,FR-1,,,13.93,seconds,Oregon Twilight,2021-05-07,,,-0.3,Outdoor,https://www.tfrrs.org/results/69460/4254894/Oregon_Twilight/100-Hurdles,TFRRS all_performances
"Moerck, Mia",Oregon,Big Ten,400m,2021,SO-2,,,57.27,seconds,Oregon Twilight,2021-05-07,,,,Outdoor,https://www.tfrrs.org/results/69460/4254901/Oregon_Twilight/400-Meters,TFRRS all_performances
"Chocek, Taylor",Oregon,Big Ten,100H,2021,FR-1,,,15.13,seconds,Pac-12 Track & Field Championships,2021-05-14,,,-0.3,Outdoor,https://www.tfrrs.org/results/69474/4267120/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Sloan, Emily",Oregon,Big Ten,100H,2021,SO-2,,,13.21,seconds,Pac-12 Track & Field Championships,2021-05-14,,,0.6,Outdoor,https://www.tfrrs.org/results/69474/4267128/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Sloan, Emily",Oregon,Big Ten,100H,2021,SO-2,,,13.33,seconds,Pac-12 Track & Field Championships,2021-05-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/69474/4267128/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,100H,2021,FR-1,,,13.48,seconds,Pac-12 Track & Field Championships,2021-05-14,,,1.5,Outdoor,https://www.tfrrs.org/results/69474/4267128/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,100H,2021,FR-1,,,13.68,seconds,Pac-12 Track & Field Championships,2021-05-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/69474/4267128/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,400H,2021,FR-1,,,1:00.79,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267110/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,400H,2021,FR-1,,,59.57,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267110/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Beauvais, Gabriella",Oregon,Big Ten,400m,2021,SR-4,,,55.83,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267147/Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Bolton, Megan",Oregon,Big Ten,400m,2021,SO-2,,,53.90,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267147/Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Bolton, Megan",Oregon,Big Ten,400m,2021,SO-2,,,54.21,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267147/Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,400H,2021,FR-1,,,59.39,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Webster, Alexa",Oregon,Big Ten,400H,2021,FR-1,,,59.57,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Bolton, Megan",Oregon,Big Ten,400m,2021,SO-2,,,56.03,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Jones, Jasmine",USC,Big Ten,100H,2021,FR-1,,,13.01,seconds,USC Trojan Invitational,2021-03-19,,,0.3,Outdoor,https://www.tfrrs.org/results/68443/4129434/USC_Trojan_Invitational/100-Hurdles,TFRRS all_performances
"Bernard-Joseph, Breanna",USC,Big Ten,400H,2021,JR-3,,,59.49,seconds,USC Trojan Invitational,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/68443/4129411/USC_Trojan_Invitational/400-Hurdles,TFRRS all_performances
"Daly, Jennifer",USC,Big Ten,400m,2021,SR-4,,,59.72,seconds,USC Trojan Invitational,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/68443/4129405/USC_Trojan_Invitational/400-Meters,TFRRS all_performances
"Okonkwo, Chioma",USC,Big Ten,400m,2021,SO-2,,,56.31,seconds,USC Trojan Invitational,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/68443/4129405/USC_Trojan_Invitational/400-Meters,TFRRS all_performances
"Russell, Jemima",USC,Big Ten,400m,2021,SR-4,,,56.30,seconds,USC Trojan Invitational,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/68443/4129405/USC_Trojan_Invitational/400-Meters,TFRRS all_performances
"Serville, Rae-Anne",USC,Big Ten,400m,2021,FR-1,,,53.45,seconds,USC Trojan Invitational,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/68443/4129405/USC_Trojan_Invitational/400-Meters,TFRRS all_performances
"Cockrell, Anna",USC,Big Ten,100H,2021,SR-4,,,13.10,seconds,42nd Aztec Invitational,2021-03-25,,,-1.3,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Bernard-Joseph, Breanna",USC,Big Ten,400H,2021,JR-3,,,1:01.09,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150121/42nd_Aztec_Invitational/400-Hurdles,TFRRS all_performances
"Brewer, Alyssa",USC,Big Ten,400m,2021,JR-3,,,57.57,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150119/42nd_Aztec_Invitational/400-Meters,TFRRS all_performances
"Okonkwo, Chioma",USC,Big Ten,400m,2021,SO-2,,,55.74,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150119/42nd_Aztec_Invitational/400-Meters,TFRRS all_performances
