index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
25,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.89,m,2024 Willie Williams Classic,2024-03-22,,,1.0,Outdoor,https://www.tfrrs.org/results/81575/5128181/_2024_Willie_Williams_Classic/Long-Jump,TFRRS all_performances
26,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.97,m,2024 Willie Williams Classic,2024-03-22,,,+0.0,Outdoor,https://www.tfrrs.org/results/81575/5128181/_2024_Willie_Williams_Classic/Long-Jump,TFRRS all_performances
27,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.16,m,2024 Willie Williams Classic,2024-03-22,,,0.8,Outdoor,https://www.tfrrs.org/results/81575/5128181/_2024_Willie_Williams_Classic/Long-Jump,TFRRS all_performances
28,"Powers, Hollan",Arizona,Big 12,100H,2024,JR-3,,,13.76,seconds,2024 Jim Click Shootout,2024-04-05,,,2.0,Outdoor,https://www.tfrrs.org/results/81577/5175659/_2024_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
29,"Woods, Cecelia",Arizona,Big 12,100H,2024,FR-1,,,15.37,seconds,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5171481/_2024_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
30,"Hall, Keilee",Arizona,Big 12,400H,2024,FR-1,,,58.70,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
31,"Montgomery, Athena",Arizona,Big 12,400H,2024,SR-4,,,1:01.64,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
32,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2024,SO-2,,,57.73,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
33,"Woods, Cecelia",Arizona,Big 12,400H,2024,FR-1,,,1:03.09,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171491/_2024_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
34,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2024,SO-2,,,54.05,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171507/_2024_Jim_Click_Shootout/400-Meters,TFRRS all_performances
35,"Simms, Ava",Arizona,Big 12,400m,2024,FR-1,,,54.41,seconds,2024 Jim Click Shootout,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/81577/5171507/_2024_Jim_Click_Shootout/400-Meters,TFRRS all_performances
36,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,5.82,m,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
37,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,6.02,m,2024 Jim Click Shootout,2024-04-05,,,-1.5,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
38,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,6.12,m,2024 Jim Click Shootout,2024-04-05,,,0.2,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
39,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,6.27,m,2024 Jim Click Shootout,2024-04-05,,,-1.0,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
40,"Powers, Hollan",Arizona,Big 12,Long Jump,2024,JR-3,,,5.32,m,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5175663/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
41,"Powers, Hollan",Arizona,Big 12,Long Jump,2024,JR-3,,,5.45,m,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5175663/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
42,"Powers, Hollan",Arizona,Big 12,Long Jump,2024,JR-3,,,5.72,m,2024 Jim Click Shootout,2024-04-05,,,-1.3,Outdoor,https://www.tfrrs.org/results/81577/5175663/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
43,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.61,m,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
44,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.83,m,2024 Jim Click Shootout,2024-04-05,,,+0.0,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
45,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.89,m,2024 Jim Click Shootout,2024-04-05,,,0.2,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
46,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.04,m,2024 Jim Click Shootout,2024-04-05,,,0.8,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
47,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.13,m,2024 Jim Click Shootout,2024-04-05,,,1.0,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
48,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.22,m,2024 Jim Click Shootout,2024-04-05,,,1.3,Outdoor,https://www.tfrrs.org/results/81577/5171512/_2024_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
49,"Hall, Keilee",Arizona,Big 12,400H,2024,FR-1,,,59.23,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221433/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
50,"Montgomery, Athena",Arizona,Big 12,400H,2024,SR-4,,,1:02.59,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221433/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
51,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2024,SO-2,,,57.14,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221400/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
52,"Santiago, Xahria",Arizona,Big 12,400H,2024,SR-4,,,1:02.44,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221433/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
53,"Woods, Cecelia",Arizona,Big 12,400H,2024,FR-1,,,1:01.10,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221433/64th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
54,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2024,SO-2,,,54.56,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221450/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
55,"Simms, Ava",Arizona,Big 12,400m,2024,FR-1,,,56.35,seconds,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221450/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
56,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,5.89,m,64th Annual Mt. SAC Relays,2024-04-17,,,0.2,Outdoor,https://www.tfrrs.org/results/84352/5221451/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
57,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,6.12,m,64th Annual Mt. SAC Relays,2024-04-17,,,0.4,Outdoor,https://www.tfrrs.org/results/84352/5221451/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
58,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,6.15,m,64th Annual Mt. SAC Relays,2024-04-17,,,0.2,Outdoor,https://www.tfrrs.org/results/84352/5221451/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
59,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.85,m,64th Annual Mt. SAC Relays,2024-04-17,,,-2.6,Outdoor,https://www.tfrrs.org/results/84352/5221407/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
60,"Wise, Taylen",Arizona,Big 12,Long Jump,2024,SO-2,,,5.57,m,64th Annual Mt. SAC Relays,2024-04-17,,,+0.0,Outdoor,https://www.tfrrs.org/results/84352/5221407/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
61,"Wise, Taylen",Arizona,Big 12,Long Jump,2024,SO-2,,,5.95,m,64th Annual Mt. SAC Relays,2024-04-17,,,0.4,Outdoor,https://www.tfrrs.org/results/84352/5221407/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
62,"Powers, Hollan",Arizona,Big 12,100H,2024,JR-3,,,14.01,seconds,Desert Heat Classic 2024,2024-04-27,,,0.3,Outdoor,https://www.tfrrs.org/results/81578/5242971/_Desert_Heat_Classic_2024/100-Hurdles,TFRRS all_performances
63,"Hall, Keilee",Arizona,Big 12,400H,2024,FR-1,,,58.27,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
64,"Montgomery, Athena",Arizona,Big 12,400H,2024,SR-4,,,1:01.80,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
65,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2024,SO-2,,,57.55,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
66,"Santiago, Xahria",Arizona,Big 12,400H,2024,SR-4,,,1:02.79,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
67,"Woods, Cecelia",Arizona,Big 12,400H,2024,FR-1,,,1:01.39,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242974/_Desert_Heat_Classic_2024/400-Hurdles,TFRRS all_performances
68,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2024,SO-2,,,54.13,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242999/_Desert_Heat_Classic_2024/400-Meters,TFRRS all_performances
69,"Simms, Ava",Arizona,Big 12,400m,2024,FR-1,,,54.35,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242999/_Desert_Heat_Classic_2024/400-Meters,TFRRS all_performances
70,"Ford, Lauryn",Arizona,Big 12,Long Jump,2024,SR-4,,,5.65,m,Desert Heat Classic 2024,2024-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
71,"Ford, Lauryn",Arizona,Big 12,Long Jump,2024,SR-4,,,5.74,m,Desert Heat Classic 2024,2024-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
72,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.00,m,Desert Heat Classic 2024,2024-04-27,,,-0.7,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
73,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.29,m,Desert Heat Classic 2024,2024-04-27,,,-1.2,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
74,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.35,m,Desert Heat Classic 2024,2024-04-27,,,-0.1,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
75,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,6.54,m,Desert Heat Classic 2024,2024-04-27,,,-0.1,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
76,"Wise, Taylen",Arizona,Big 12,Long Jump,2024,SO-2,,,6.04,m,Desert Heat Classic 2024,2024-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
77,"Wise, Taylen",Arizona,Big 12,Long Jump,2024,SO-2,,,6.07,m,Desert Heat Classic 2024,2024-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
78,"Wise, Taylen",Arizona,Big 12,Long Jump,2024,SO-2,,,6.11,m,Desert Heat Classic 2024,2024-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
79,"Powers, Hollan",Arizona,Big 12,100H,2024,JR-3,,,13.63,seconds,PAC-12 Track and Field Championships,2024-05-10,,,2.0,Outdoor,https://www.tfrrs.org/results/83706/5277506/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
80,"Psarras, Emily",Arizona,Big 12,100H,2024,FR-1,,,16.77,seconds,PAC-12 Track and Field Championships,2024-05-10,,,-1.5,Outdoor,https://www.tfrrs.org/results/83706/5277506/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
81,"Wise, Taylen",Arizona,Big 12,100H,2024,SO-2,,,14.23,seconds,PAC-12 Track and Field Championships,2024-05-10,,,1.6,Outdoor,https://www.tfrrs.org/results/83706/5277519/PAC-12_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
82,"Hall, Keilee",Arizona,Big 12,400H,2024,FR-1,,,58.40,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
83,"Hall, Keilee",Arizona,Big 12,400H,2024,FR-1,,,58.51,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
84,"Montgomery, Athena",Arizona,Big 12,400H,2024,SR-4,,,1:02.35,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
85,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2024,SO-2,,,56.50,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
86,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2024,SO-2,,,57.62,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
87,"Santiago, Xahria",Arizona,Big 12,400H,2024,SR-4,,,1:01.53,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
88,"Woods, Cecelia",Arizona,Big 12,400H,2024,FR-1,,,1:01.22,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277496/PAC-12_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
89,"Aguilar-Perez, Camila",Arizona,Big 12,400m,2024,SO-2,,,54.09,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
90,"Simms, Ava",Arizona,Big 12,400m,2024,FR-1,,,54.27,seconds,PAC-12 Track and Field Championships,2024-05-10,,,,Outdoor,https://www.tfrrs.org/results/83706/5277464/PAC-12_Track_and_Field_Championships/400-Meters,TFRRS all_performances
91,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,5.67,m,PAC-12 Track and Field Championships,2024-05-10,,,-1.0,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
92,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,5.82,m,PAC-12 Track and Field Championships,2024-05-10,,,-0.6,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
93,"Bosko, Jenica",Arizona,Big 12,Long Jump,2024,JR-3,,,5.88,m,PAC-12 Track and Field Championships,2024-05-10,,,-0.7,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
94,"Ford, Lauryn",Arizona,Big 12,Long Jump,2024,SR-4,,,5.64,m,PAC-12 Track and Field Championships,2024-05-10,,,-1.6,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
95,"Ford, Lauryn",Arizona,Big 12,Long Jump,2024,SR-4,,,5.66,m,PAC-12 Track and Field Championships,2024-05-10,,,-2.1,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
96,"Ford, Lauryn",Arizona,Big 12,Long Jump,2024,SR-4,,,5.91,m,PAC-12 Track and Field Championships,2024-05-10,,,-0.7,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
97,"Ford, Lauryn",Arizona,Big 12,Long Jump,2024,SR-4,,,6.05,m,PAC-12 Track and Field Championships,2024-05-10,,,1.7,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
98,"Powers, Hollan",Arizona,Big 12,Long Jump,2024,JR-3,,,5.81,m,PAC-12 Track and Field Championships,2024-05-10,,,2.0,Outdoor,https://www.tfrrs.org/results/83706/5277510/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
99,"Psarras, Emily",Arizona,Big 12,Long Jump,2024,FR-1,,,3.28,m,PAC-12 Track and Field Championships,2024-05-10,,,1.1,Outdoor,https://www.tfrrs.org/results/83706/5277510/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
100,"Psarras, Emily",Arizona,Big 12,Long Jump,2024,FR-1,,,5.12,m,PAC-12 Track and Field Championships,2024-05-10,,,2.0,Outdoor,https://www.tfrrs.org/results/83706/5277510/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
101,"Psarras, Emily",Arizona,Big 12,Long Jump,2024,FR-1,,,5.19,m,PAC-12 Track and Field Championships,2024-05-10,,,1.5,Outdoor,https://www.tfrrs.org/results/83706/5277510/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
102,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.69,m,PAC-12 Track and Field Championships,2024-05-10,,,-2.3,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
103,"Vanek, Sydnie",Arizona,Big 12,Long Jump,2024,FR-1,,,5.91,m,PAC-12 Track and Field Championships,2024-05-10,,,-0.3,Outdoor,https://www.tfrrs.org/results/83706/5277517/PAC-12_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
