athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Brandee' Johnson,Florida,SEC,100H,2019,JR,,,13.47,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,12,0.2,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Brandee' Johnson,Florida,SEC,100H,2019,JR,,,36.06,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,45,-0.2,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Brandee' Johnson,Florida,SEC,400H,2019,JR,,,1:00.48,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,9,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Brandee' Johnson,Florida,SEC,400H,2019,JR,,,1:00.66,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Final,8,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Timetria Mitchell,Florida,SEC,100H,2019,R-SO,,,13.56,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,14,0.2,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Timetria Mitchell,Florida,SEC,100H,2019,R-SO,,,13.45,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,,0.8,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Timetria Mitchell,Florida,SEC,100H,2019,R-SO,,,13.41,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,,2.3,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,58.86,seconds,FSU Relays,2019-03-22,Final,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,58.91,seconds,Florida Relays,2019-03-28,Final,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,58.93,seconds,LSU Alumni Gold,2019-04-20,Final,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,59.07,seconds,UF Tom Jones Memorial,2019-04-26,Final,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,1:01.92,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,58.68,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Nikki Stephens,Florida,SEC,400H,2019,SO,,,59.52,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2019 outdoor result; audited against available official/indexed sources
Kala Penn,Florida,SEC,Long Jump,2019,JR,,,6.43,meters,FSU Relays,2019-03-22,Final,,2.1,Outdoor,https://www.tfrrs.org/athletes/7036945/Florida/Kala_Penn,Verified 2019 outdoor result; audited against available official/indexed sources
Kala Penn,Florida,SEC,Long Jump,2019,JR,,,6.20,meters,Florida Relays,2019-03-28,Final,,+0.0,Outdoor,https://www.tfrrs.org/athletes/7036945/Florida/Kala_Penn,Verified 2019 outdoor result; audited against available official/indexed sources
Kala Penn,Florida,SEC,Long Jump,2019,JR,,,6.03,meters,LSU Alumni Gold,2019-04-20,Final,,3.7,Outdoor,https://www.tfrrs.org/athletes/7036945/Florida/Kala_Penn,Verified 2019 outdoor result; audited against available official/indexed sources
Kala Penn,Florida,SEC,Long Jump,2019,JR,,,6.09,meters,UF Tom Jones Memorial,2019-04-26,Final,,0.7,Outdoor,https://www.tfrrs.org/athletes/7036945/Florida/Kala_Penn,Verified 2019 outdoor result; audited against available official/indexed sources
Kala Penn,Florida,SEC,Long Jump,2019,JR,,,6.14,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,,1.8,Outdoor,https://www.tfrrs.org/athletes/7036945/Florida/Kala_Penn,Verified 2019 outdoor result; audited against available official/indexed sources
Kala Penn,Florida,SEC,Long Jump,2019,JR,,,5.91,meters,NCAA Division I East Region Preliminary Rounds,2019-05-23,Preliminary,,0.1,Outdoor,https://www.tfrrs.org/athletes/7036945/Florida/Kala_Penn,Verified 2019 outdoor result; audited against available official/indexed sources
