athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Katie Funcheon,Alabama,SEC,400m,2018,SO,,,53.72,seconds,LSU Invitational,2018-04-28,Final,5,,Outdoor,https://rolltide.com/sports/xctrack/roster/katie-funcheon/2452,Verified 2018 outdoor result; audited against available season/athlete sources
Katie Funcheon,Alabama,SEC,400m,2018,SO,,,53.48,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,10,,Outdoor,https://rolltide.com/sports/xctrack/roster/katie-funcheon/2452,Verified 2018 outdoor result; audited against available season/athlete sources
Katie Funcheon,Alabama,SEC,400m,2018,SO,,,53.27,seconds,NCAA East Preliminary Round,2018-05-24,First Round,27,,Outdoor,https://rolltide.com/sports/xctrack/roster/katie-funcheon/2452,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400m,2018,SR,,,55.64,seconds,UTSA Invitational,2018-03-16,Final,,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,59.09,seconds,Samford Alabama Track Challenge 2018,2018-03-23,Final,1,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,58.34,seconds,UF Tom Jones Memorial,2018-04-13,Final,4,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,57.72,seconds,LSU Invitational,2018-04-28,Final,5,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,58.54,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,6,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,58.28,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,5,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,58.49,seconds,NCAA East Preliminary Round,2018-05-24,First Round,12,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Kaitlin Walker,Alabama,SEC,400H,2018,SR,,,58.95,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,19,,Outdoor,https://www.tfrrs.org/athletes/5109993/Alabama/Kaitlin_Walker,Verified 2018 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2018,SR,,,6.05,meters,Crimson Tide Invitational,2018-04-06,Final,1,0.4,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2018 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2018,SR,,,6.27,meters,UF Tom Jones Memorial,2018-04-13,Final,4,2.6,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2018 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2018,SR,,,5.94,meters,War Eagle Invitational 2018,2018-04-20,Final,4,-0.7,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2018 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2018,SR,,,6.13,meters,LSU Invitational,2018-04-28,Final,2,1.8,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2018 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2018,SR,,,6.20,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,8,+0.0,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2018 outdoor result; audited against available season/athlete sources
Filippa Fotopoulou,Alabama,SEC,Long Jump,2018,SR,,,5.94,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,23,0.1,Outdoor,https://www.tfrrs.org/athletes/5112888/Alabama/Filippa_Fotopoulou_,Verified 2018 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2018,JR,,,5.98,meters,Crimson Tide Invitational,2018-04-06,Final,,2.8,Outdoor,https://www.tfrrs.org/athletes/5610043/Alabama/Kiara_Williams,Verified 2018 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2018,JR,,,6.19,meters,UF Tom Jones Memorial,2018-04-13,Final,,1.7,Outdoor,https://www.tfrrs.org/athletes/5610043/Alabama/Kiara_Williams,Verified 2018 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2018,JR,,,5.97,meters,War Eagle Invitational 2018,2018-04-20,Final,,-0.9,Outdoor,https://www.tfrrs.org/athletes/5610043/Alabama/Kiara_Williams,Verified 2018 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2018,JR,,,5.99,meters,LSU Invitational,2018-04-28,Final,,0.5,Outdoor,https://www.tfrrs.org/athletes/5610043/Alabama/Kiara_Williams,Verified 2018 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2018,JR,,,6.35,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,,0.5,Outdoor,https://www.tfrrs.org/athletes/5610043/Alabama/Kiara_Williams,Verified 2018 outdoor result; audited against available season/athlete sources
Kiara Williams,Alabama,SEC,Long Jump,2018,JR,,,6.09,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,,+0.0,Outdoor,https://www.tfrrs.org/athletes/5610043/Alabama/Kiara_Williams,Verified 2018 outdoor result; audited against available season/athlete sources
Jaimie Robinson,Alabama,SEC,Long Jump,2018,FR,,,6.15,meters,Samford Alabama Track Challenge 2018,2018-03-23,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/6534268/Oregon/Jaimie_Robinson,Verified 2018 outdoor result; audited against available season/athlete sources
Jaimie Robinson,Alabama,SEC,Long Jump,2018,FR,,,5.65,meters,UF Tom Jones Memorial,2018-04-13,Final,,0.8,Outdoor,https://www.tfrrs.org/athletes/6534268/Oregon/Jaimie_Robinson,Verified 2018 outdoor result; audited against available season/athlete sources
Jaimie Robinson,Alabama,SEC,Long Jump,2018,FR,,,5.79,meters,War Eagle Invitational 2018,2018-04-20,Final,,2.3,Outdoor,https://www.tfrrs.org/athletes/6534268/Oregon/Jaimie_Robinson,Verified 2018 outdoor result; audited against available season/athlete sources
Jaimie Robinson,Alabama,SEC,Long Jump,2018,FR,,,5.94,meters,LSU Invitational,2018-04-28,Final,,1.8,Outdoor,https://www.tfrrs.org/athletes/6534268/Oregon/Jaimie_Robinson,Verified 2018 outdoor result; audited against available season/athlete sources
Tamara Moncrieffe,Alabama,SEC,Long Jump,2018,FR,,,5.93,meters,Samford Alabama Track Challenge 2018,2018-03-23,Final,2,1.6,Outdoor,https://www.tfrrs.org/athletes/6534267/Alabama/Tamara_Moncrieffe.html,Verified 2018 outdoor result; audited against available season/athlete sources
Tamara Moncrieffe,Alabama,SEC,Long Jump,2018,FR,,,5.89,meters,UF Tom Jones Memorial,2018-04-13,Final,9,2.4,Outdoor,https://www.tfrrs.org/athletes/6534267/Alabama/Tamara_Moncrieffe.html,Verified 2018 outdoor result; audited against available season/athlete sources
Tamara Moncrieffe,Alabama,SEC,Long Jump,2018,FR,,,5.79,meters,War Eagle Invitational 2018,2018-04-20,Final,9,+0.0,Outdoor,https://www.tfrrs.org/athletes/6534267/Alabama/Tamara_Moncrieffe.html,Verified 2018 outdoor result; audited against available season/athlete sources
