athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Frye, Eddiyah",Georgia,SEC,100H,2022,FR-1,,,13.65,seconds,Torrin Lawrence Memorial Invite,2022-04-29,,,0.3,Outdoor,https://www.tfrrs.org/results/74967/4535934/Torrin_Lawrence_Memorial_Invite/100-Hurdles,TFRRS all_performances
"Jackson, Destiny",Georgia,SEC,400m,2022,JR-3,,,54.27,seconds,Torrin Lawrence Memorial Invite,2022-04-29,,,,Outdoor,https://www.tfrrs.org/results/74967/4535932/Torrin_Lawrence_Memorial_Invite/400-Meters,TFRRS all_performances
"McClintock, Halle",Georgia,SEC,400m,2022,SR-4,,,56.16,seconds,Torrin Lawrence Memorial Invite,2022-04-29,,,,Outdoor,https://www.tfrrs.org/results/74967/4535932/Torrin_Lawrence_Memorial_Invite/400-Meters,TFRRS all_performances
"Frye, Eddiyah",Georgia,SEC,Long Jump,2022,FR-1,,,5.53,m,Torrin Lawrence Memorial Invite,2022-04-29,,,-0.6,Outdoor,https://www.tfrrs.org/results/74967/4535936/Torrin_Lawrence_Memorial_Invite/Long-Jump,TFRRS all_performances
"Marsh, Titiana",Georgia,SEC,Long Jump,2022,JR-3,,,6.38,m,Torrin Lawrence Memorial Invite,2022-04-29,,,-1.8,Outdoor,https://www.tfrrs.org/results/74967/4535936/Torrin_Lawrence_Memorial_Invite/Long-Jump,TFRRS all_performances
"Carothers, Imani",Georgia,SEC,100H,2022,JR-3,,,13.99,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,-0.3,Outdoor,https://www.tfrrs.org/results/74844/4557141/SEC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Frye, Eddiyah",Georgia,SEC,100H,2022,FR-1,,,13.78,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,+0.0,Outdoor,https://www.tfrrs.org/results/74844/4557141/SEC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Jackson, Destiny",Georgia,SEC,400m,2022,JR-3,,,55.53,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Marsh, Titiana",Georgia,SEC,Long Jump,2022,JR-3,,,6.24,m,SEC Outdoor Track & Field Championships,2022-05-12,,,0.4,Outdoor,https://www.tfrrs.org/results/74844/4557129/SEC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Carothers, Imani",Georgia,SEC,100H,2022,JR-3,,,13.41,seconds,NCAA East Preliminary Round,2022-05-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Carothers, Imani",Georgia,SEC,100H,2022,JR-3,,,13.47,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.4,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Frye, Eddiyah",Georgia,SEC,100H,2022,FR-1,,,13.51,seconds,NCAA East Preliminary Round,2022-05-25,,,-0.3,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Frye, Eddiyah",Georgia,SEC,100H,2022,FR-1,,,13.59,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.4,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Marsh, Titiana",Georgia,SEC,Long Jump,2022,JR-3,,,6.37,m,NCAA East Preliminary Round,2022-05-25,,,-1.7,Outdoor,https://www.tfrrs.org/results/75213/4566142/NCAA_East_Preliminary_Round/Long-Jump,TFRRS all_performances
"Marsh, Titiana",Georgia,SEC,Long Jump,2022,JR-3,,,6.26,m,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,0.1,Outdoor,https://www.tfrrs.org/results/75224/4567509/NCAA_Division_I_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
