athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.61,seconds,95th Clyde Littlefield Texas Relays,2023-03-29,Prelim,1,5.9,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.77,seconds,95th Clyde Littlefield Texas Relays,2023-03-29,Prelim,,3.4,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.35,seconds,95th Clyde Littlefield Texas Relays,2023-03-29,Prelim,18,3.7,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,400H,2023,SR,,,59.26,seconds,95th Clyde Littlefield Texas Relays,2023-03-29,Prelim,19,,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Anthaya Charlton,Kentucky,SEC,Long Jump,2023,FR,,,6.52,meters,95th Clyde Littlefield Texas Relays,2023-03-29,Final,3,2.1,Outdoor,https://www.tfrrs.org/athletes/7987480/Kentucky/Anthaya_Charlton.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.44,seconds,UF Tom Jones Memorial,2023-04-14,Prelim,,0.1,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,DNF,seconds,UF Tom Jones Memorial,2023-04-14,Prelim,,1.6,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,55.39,seconds,UF Tom Jones Memorial,2023-04-14,Final,3,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,400H,2023,SR,,,60.09,seconds,UF Tom Jones Memorial,2023-04-14,Final,33,,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Megan Moss,Kentucky,SEC,400m,2023,JR,,,53.68,seconds,UF Tom Jones Memorial,2023-04-14,Final,27,,Outdoor,https://www.tfrrs.org/athletes/7482133/Kentucky/Megan_Moss.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Meg Wilson,Kentucky,SEC,Long Jump,2023,JR,,,5.52,meters,UF Tom Jones Memorial,2023-04-14,Final,,0.9,Outdoor,https://www.tfrrs.org/athletes/7715365/Kentucky/Meg_Wilson.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.5,seconds,Michael Johnson Invitational,2023-04-21,Final,1,1.1,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.8,seconds,Michael Johnson Invitational,2023-04-21,Prelim,1,0.3,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.34,seconds,Michael Johnson Invitational,2023-04-21,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.32,seconds,Michael Johnson Invitational,2023-04-21,Prelim,,0.9,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.16,seconds,Michael Johnson Invitational,2023-04-21,Final,5,1.1,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.39,seconds,Michael Johnson Invitational,2023-04-21,Prelim,5,-1.0,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Dajour Miles,Kentucky,SEC,400m,2023,SR,,,53.17,seconds,Michael Johnson Invitational,2023-04-21,Final,6,,Outdoor,https://www.tfrrs.org/athletes/7482132/Tennessee/Dajour_Miles.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Megan Moss,Kentucky,SEC,400m,2023,JR,,,52.55,seconds,Michael Johnson Invitational,2023-04-21,Final,4,,Outdoor,https://www.tfrrs.org/athletes/7482133/Kentucky/Megan_Moss.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Anthaya Charlton,Kentucky,SEC,Long Jump,2023,FR,,,6.39,meters,Michael Johnson Invitational,2023-04-21,Final,1,4.8,Outdoor,https://www.tfrrs.org/athletes/7987480/Kentucky/Anthaya_Charlton.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.52,seconds,Jim Green Track & Field Invitational,2023-04-28,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.2,seconds,Jim Green Track & Field Invitational,2023-04-28,Final,2,0.6,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.45,seconds,Jim Green Track & Field Invitational,2023-04-28,Prelim,4,0.5,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Karimah Davis,Kentucky,SEC,400m,2023,SR,,,52.51,seconds,Jim Green Track & Field Invitational,2023-04-28,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6550717/Kentucky/Karimah_Davis.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Megan Moss,Kentucky,SEC,400m,2023,JR,,,53.34,seconds,Jim Green Track & Field Invitational,2023-04-28,Final,2,,Outdoor,https://www.tfrrs.org/athletes/7482133/Kentucky/Megan_Moss.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Meg Wilson,Kentucky,SEC,Long Jump,2023,JR,,,5.86,meters,Jim Green Track & Field Invitational,2023-04-28,Final,,2.3,Outdoor,https://www.tfrrs.org/athletes/7715365/Kentucky/Meg_Wilson.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.47,seconds,SEC Outdoor Championships,2023-05-11,Final,3,0.4,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.47,seconds,SEC Outdoor Championships,2023-05-11,Prelim,2,2.2,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.43,seconds,SEC Outdoor Championships,2023-05-11,Prelim,15,2.2,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,DNF,seconds,SEC Outdoor Championships,2023-05-11,Prelim,,2.2,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,55.21,seconds,SEC Outdoor Championships,2023-05-11,Final,2,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,56.32,seconds,SEC Outdoor Championships,2023-05-11,Prelim,3,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Megan Moss,Kentucky,SEC,400m,2023,JR,,,53.33,seconds,SEC Outdoor Championships,2023-05-11,Prelim,19,,Outdoor,https://www.tfrrs.org/athletes/7482133/Kentucky/Megan_Moss.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Anthaya Charlton,Kentucky,SEC,Long Jump,2023,FR,,,6.74,meters,SEC Outdoor Championships,2023-05-11,Final,2,-0.1,Outdoor,https://www.tfrrs.org/athletes/7987480/Kentucky/Anthaya_Charlton.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Meg Wilson,Kentucky,SEC,Long Jump,2023,JR,,,5.62,meters,SEC Outdoor Championships,2023-05-11,Final,16,1.7,Outdoor,https://www.tfrrs.org/athletes/7715365/Kentucky/Meg_Wilson.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.58,seconds,NCAA East Preliminary Round,2023-05-25,First Round,1,4.4,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.4,seconds,NCAA East Preliminary Round,2023-05-25,Quarterfinal,1,4.9,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Shadajah Ballard,Kentucky,SEC,100H,2023,SR,,,13.66,seconds,NCAA East Preliminary Round,2023-05-25,First Round,,1.8,Outdoor,https://www.tfrrs.org/athletes/7482127/Kentucky/Shadajah_Ballard.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.15,seconds,NCAA East Preliminary Round,2023-05-25,First Round,16,2.6,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Yasmin Brooks,Kentucky,SEC,100H,2023,SR,,,13.27,seconds,NCAA East Preliminary Round,2023-05-25,Quarterfinal,16,1.9,Outdoor,https://tf.tfrrs.org/athletes/7493768/Kentucky/Yasmin_Brooks,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,56.3,seconds,NCAA East Preliminary Round,2023-05-25,First Round,4,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,57.57,seconds,NCAA East Preliminary Round,2023-05-25,Quarterfinal,5,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Megan Moss,Kentucky,SEC,400m,2023,JR,,,53.87,seconds,NCAA East Preliminary Round,2023-05-25,First Round,32,,Outdoor,https://www.tfrrs.org/athletes/7482133/Kentucky/Megan_Moss.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Anthaya Charlton,Kentucky,SEC,Long Jump,2023,FR,,,5.74,meters,NCAA East Preliminary Round,2023-05-25,Preliminary,40,4.2,Outdoor,https://www.tfrrs.org/athletes/7987480/Kentucky/Anthaya_Charlton.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.32,seconds,NCAA Outdoor Championships,2023-06-07,Final,2,3.8,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,100H,2023,SR,,,12.76,seconds,NCAA Outdoor Championships,2023-06-07,Semifinal,3,0.2,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,54.66,seconds,NCAA Outdoor Championships,2023-06-07,Final,2,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
Masai Russell,Kentucky,SEC,400H,2023,SR,,,55.74,seconds,NCAA Outdoor Championships,2023-06-07,Semifinal,3,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2023 outdoor performance; DOB/age left blank unless independently verified
