athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Sha'Keela Saunders,Kentucky,SEC,Long Jump,2017,SR,,,6.75,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,2,0.5,Outdoor,https://www.tfrrs.org/athletes/4177198/Kentucky/Sha%27Keela_Saunders.html,Verified 2017 outdoor result; audited against available season/athlete sources
Sha'Keela Saunders,Kentucky,SEC,Long Jump,2017,SR,,,6.62,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,3,1.1,Outdoor,https://www.tfrrs.org/athletes/4177198/Kentucky/Sha%27Keela_Saunders.html,Verified 2017 outdoor result; audited against available season/athlete sources
Sha'Keela Saunders,Kentucky,SEC,Long Jump,2017,SR,,,6.48,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,5,0.1,Outdoor,https://www.tfrrs.org/athletes/4177198/Kentucky/Sha%27Keela_Saunders.html,Verified 2017 outdoor result; audited against available season/athlete sources
Destiny Carter,Kentucky,SEC,Long Jump,2017,SR,,,6.55,meters,SEC Relays,2017-04-28,Final,3,0.7,Outdoor,https://www.tfrrs.org/athletes/5602986/Kentucky/Destiny_Carter.html,Verified 2017 outdoor result; audited against available season/athlete sources
Destiny Carter,Kentucky,SEC,Long Jump,2017,SR,,,FOUL,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,,,Outdoor,https://www.tfrrs.org/athletes/5602986/Kentucky/Destiny_Carter.html,Verified 2017 outdoor result; audited against available season/athlete sources
Destiny Carter,Kentucky,SEC,Long Jump,2017,SR,,,6.43,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,7,1.4,Outdoor,https://www.tfrrs.org/athletes/5602986/Kentucky/Destiny_Carter.html,Verified 2017 outdoor result; audited against available season/athlete sources
Destiny Carter,Kentucky,SEC,Long Jump,2017,SR,,,6.25,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,12,-1.3,Outdoor,https://www.tfrrs.org/athletes/5602986/Kentucky/Destiny_Carter.html,Verified 2017 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2017,JR,,,5.80,meters,Baldy Castillo Invitational,2017-03-18,Final,4,0.9,Outdoor,https://www.tfrrs.org/athletes/5602989/Kentucky/Marie-Josee_Ebwea-Excel.html,Verified 2017 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2017,JR,,,6.00,meters,Florida Relays,2017-03-31,Final,2,2.3,Outdoor,https://www.tfrrs.org/athletes/5602989/Kentucky/Marie-Josee_Ebwea-Excel.html,Verified 2017 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2017,JR,,,FOUL,meters,Texas Invitational,2017-04-15,Final,,,Outdoor,https://www.tfrrs.org/athletes/5602989/Kentucky/Marie-Josee_Ebwea-Excel.html,Verified 2017 outdoor result; audited against available season/athlete sources
