athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Faith Ross,Kentucky,SEC,400H,2019,JR,,,57.38,seconds,Vanderbilt Black & Gold Invitational,2019-03-22,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,57.94,seconds,Florida Relays,2019-03-28,Final,7,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,1:02.23,seconds,Tennessee Relays,2019-04-11,Final,10,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,1:01.09,seconds,Kentucky Track & Field Invitational,2019-04-20,Final,2,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,58.21,seconds,Drake Relays presented by Hy-Vee,2019-04-24,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,58.23,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,3,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,58.03,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Final,5,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,57.77,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,7,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,56.71,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,4,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Faith Ross,Kentucky,SEC,400H,2019,JR,,,57.46,seconds,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Semifinal,10,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.76,seconds,UTSA Invitational,2019-03-15,Final,1,+0.0,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,14.01,seconds,Vanderbilt Black & Gold Invitational,2019-03-22,Final,4,-1.0,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.53,seconds,Florida Relays,2019-03-28,Final,10,2.2,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.02,seconds,Tennessee Relays,2019-04-11,Final,3,2.6,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.62,seconds,Kentucky Track & Field Invitational,2019-04-20,Final,2,0.1,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.76,seconds,Drake Relays presented by Hy-Vee,2019-04-24,Prelim,10,3.0,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.21,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,6,0.2,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.18,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Final,6,1.3,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.19,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,8,0.7,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,100H,2019,FR,,,13.35,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,17,2.3,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,58.10,seconds,UTSA Invitational,2019-03-15,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,58.57,seconds,Vanderbilt Black & Gold Invitational,2019-03-22,Final,2,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,57.57,seconds,Florida Relays,2019-03-28,Final,2,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,57.95,seconds,Tennessee Relays,2019-04-11,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,1:01.08,seconds,Kentucky Track & Field Invitational,2019-04-20,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,59.42,seconds,Drake Relays presented by Hy-Vee,2019-04-24,Final,3,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,59.13,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,6,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,57.83,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Final,4,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,58.38,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,4,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,57.34,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,3,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Masai Russell,Kentucky,SEC,400H,2019,FR,,,57.76,seconds,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Semifinal,13,,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell.html,Verified 2019 outdoor result; audited against available official/indexed sources
Tatiana Aholou,Kentucky,SEC,Long Jump,2019,FR,,,5.71,meters,Vanderbilt Black & Gold Invitational,2019-03-22,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/6995381/Kentucky/Aholou_Tatiana,Verified 2019 outdoor result; audited against available official/indexed sources
Tatiana Aholou,Kentucky,SEC,Long Jump,2019,FR,,,6.11,meters,Tennessee Relays,2019-04-11,Final,,2.4,Outdoor,https://www.tfrrs.org/athletes/6995381/Kentucky/Aholou_Tatiana,Verified 2019 outdoor result; audited against available official/indexed sources
Tatiana Aholou,Kentucky,SEC,Long Jump,2019,FR,,,5.99,meters,Kentucky Track & Field Invitational,2019-04-20,Final,,0.7,Outdoor,https://www.tfrrs.org/athletes/6995381/Kentucky/Aholou_Tatiana,Verified 2019 outdoor result; audited against available official/indexed sources
Tatiana Aholou,Kentucky,SEC,Long Jump,2019,FR,,,6.09,meters,Drake Relays presented by Hy-Vee,2019-04-24,Final,,3.5,Outdoor,https://www.tfrrs.org/athletes/6995381/Kentucky/Aholou_Tatiana,Verified 2019 outdoor result; audited against available official/indexed sources
Tatiana Aholou,Kentucky,SEC,Long Jump,2019,FR,,,6.23,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,,0.8,Outdoor,https://www.tfrrs.org/athletes/6995381/Kentucky/Aholou_Tatiana,Verified 2019 outdoor result; audited against available official/indexed sources
Tatiana Aholou,Kentucky,SEC,Long Jump,2019,FR,,,5.95,meters,NCAA Division I East Region Preliminary Rounds,2019-05-23,Preliminary,,0.2,Outdoor,https://www.tfrrs.org/athletes/6995381/Kentucky/Aholou_Tatiana,Verified 2019 outdoor result; audited against available official/indexed sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2019,SR,,,6.21,meters,Kentucky Track & Field Invitational,2019-04-20,Final,,0.7,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2019 outdoor result; audited against available official/indexed sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2019,SR,,,5.72,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,,1.4,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2019 outdoor result; audited against available official/indexed sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2019,SR,,,5.90,meters,NCAA Division I East Region Preliminary Rounds,2019-05-23,Preliminary,,0.7,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2019 outdoor result; audited against available official/indexed sources
Zhane Smith,Kentucky,SEC,Long Jump,2019,SO,,,6.32,meters,Tennessee Relays,2019-04-11,Final,3,2.0,Outdoor,https://tfrrs.org/athletes/6995395/Kentucky/Zhane_Smith,Verified 2019 outdoor result; audited against available official/indexed sources
Zhane Smith,Kentucky,SEC,Long Jump,2019,SO,,,6.12,meters,Kentucky Track & Field Invitational,2019-04-20,Final,2,+0.0,Outdoor,https://tfrrs.org/athletes/6995395/Kentucky/Zhane_Smith,Verified 2019 outdoor result; audited against available official/indexed sources
Zhane Smith,Kentucky,SEC,Long Jump,2019,SO,,,5.91,meters,Drake Relays presented by Hy-Vee,2019-04-24,Final,13,0.8,Outdoor,https://tfrrs.org/athletes/6995395/Kentucky/Zhane_Smith,Verified 2019 outdoor result; audited against available official/indexed sources
Zhane Smith,Kentucky,SEC,Long Jump,2019,SO,,,6.10,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,10,1.7,Outdoor,https://tfrrs.org/athletes/6995395/Kentucky/Zhane_Smith,Verified 2019 outdoor result; audited against available official/indexed sources
Zhane Smith,Kentucky,SEC,Long Jump,2019,SO,,,5.93,meters,NCAA Division I East Region Preliminary Rounds,2019-05-23,Preliminary,23,0.1,Outdoor,https://tfrrs.org/athletes/6995395/Kentucky/Zhane_Smith,Verified 2019 outdoor result; audited against available official/indexed sources
