athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Taylor Sharpe,Florida,SEC,400m,2018,SR,,,53.76,seconds,National Relay Championships,2018-04-27,Final,9,,Outdoor,https://www.tfrrs.org/athletes/5651838/Florida/Taylor_Sharpe,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2018,SR,,,53.23,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,7,,Outdoor,https://www.tfrrs.org/athletes/5651838/Florida/Taylor_Sharpe,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2018,SR,,,53.10,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,7,,Outdoor,https://www.tfrrs.org/athletes/5651838/Florida/Taylor_Sharpe,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2018,SR,,,52.56,seconds,NCAA East Preliminary Round,2018-05-24,First Round,15,,Outdoor,https://www.tfrrs.org/athletes/5651838/Florida/Taylor_Sharpe,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2018,SR,,,52.60,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,16,,Outdoor,https://www.tfrrs.org/athletes/5651838/Florida/Taylor_Sharpe,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,52.43,seconds,Florida Relays,2018-03-29,Final,4,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,52.26,seconds,National Relay Championships,2018-04-27,Final,3,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,52.60,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,6,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,52.26,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,5,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,52.33,seconds,NCAA East Preliminary Round,2018-05-24,First Round,8,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,51.84,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,8,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Taylor Manson,Florida,SEC,400m,2018,FR,,,52.28,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,9,,Outdoor,https://www.tfrrs.org/athletes/6582287/Florida/Taylor_Manson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.81,seconds,FSU Relays (College),2018-03-23,Final,6,0.2,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.53,seconds,Florida Relays,2018-03-29,Final,11,-0.5,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.33,seconds,UF Tom Jones Memorial,2018-04-13,Prelim,3,1.1,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.21,seconds,UF Tom Jones Memorial,2018-04-13,Final,2,1.8,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.23,seconds,National Relay Championships,2018-04-27,Final,8,2.1,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.93,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,17,1.3,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.17,seconds,NCAA East Preliminary Round,2018-05-24,First Round,9,2.1,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2018,SO,,,13.90,seconds,NCAA East Preliminary Round,2018-05-26,Quarterfinal,22,-0.3,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,14.04,seconds,FSU Relays (College),2018-03-23,Final,7,0.2,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,14.14,seconds,Florida Relays,2018-03-29,Final,34,0.4,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,13.68,seconds,UF Tom Jones Memorial,2018-04-13,Prelim,7,1.4,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,13.90,seconds,UF Tom Jones Memorial,2018-04-13,Final,8,1.8,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,13.74,seconds,National Relay Championships,2018-04-27,Final,13,2.1,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,13.50,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,12,1.3,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,100H,2018,R-FR,,,13.61,seconds,NCAA East Preliminary Round,2018-05-24,First Round,40,0.3,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,100H,2018,FR,,,13.99,seconds,Home Depot Clyde Littlefield Texas Relays,2018-03-28,Heptathlon,4,1.0,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,59.48,seconds,Florida Relays,2018-03-29,Final,5,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,57.94,seconds,UF Tom Jones Memorial,2018-04-13,Final,2,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,58.73,seconds,National Relay Championships,2018-04-27,Final,5,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,58.01,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,3,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,57.19,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,3,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,57.05,seconds,NCAA East Preliminary Round,2018-05-24,First Round,4,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,57.01,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,5,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2018,SO,,,57.65,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,9,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2018 outdoor result; audited against available season/athlete sources
Destiny Ward,Florida,SEC,400H,2018,FR,,,1:01.16,seconds,FSU Relays (College),2018-03-23,Final,2,,Outdoor,https://tf.tfrrs.org/athletes/6582286/Florida/Destiny_Ward.html,Verified 2018 outdoor result; audited against available season/athlete sources
Destiny Ward,Florida,SEC,400H,2018,FR,,,1:02.59,seconds,Florida Relays,2018-03-29,Final,29,,Outdoor,https://tf.tfrrs.org/athletes/6582286/Florida/Destiny_Ward.html,Verified 2018 outdoor result; audited against available season/athlete sources
Destiny Ward,Florida,SEC,400H,2018,FR,,,1:02.33,seconds,UF Tom Jones Memorial,2018-04-13,Final,10,,Outdoor,https://tf.tfrrs.org/athletes/6582286/Florida/Destiny_Ward.html,Verified 2018 outdoor result; audited against available season/athlete sources
Destiny Ward,Florida,SEC,400H,2018,FR,,,1:02.48,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,12,,Outdoor,https://tf.tfrrs.org/athletes/6582286/Florida/Destiny_Ward.html,Verified 2018 outdoor result; audited against available season/athlete sources
Timetria Mitchell,Florida,SEC,400H,2018,R-FR,,,1:10.95,seconds,UF Tom Jones Memorial,2018-04-13,Final,17,,Outdoor,https://www.tfrrs.org/athletes/6099861/Florida/Timetria_Mitchell.html,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,58.82,seconds,UF Tom Jones Memorial,2018-04-13,Final,5,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,58.28,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,4,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,NT,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,58.56,seconds,NCAA East Preliminary Round,2018-05-24,First Round,23,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,57.21,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,10,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,57.77,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,6,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,400H,2018,FR,,,57.80,seconds,NCAA Division I Outdoor Championships,2018-06-09,Final,6,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.43,meters,FSU Relays (College),2018-03-23,Final,1,1.5,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.39,meters,Florida Relays,2018-03-29,Final,1,+0.0,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.41,meters,UF Tom Jones Memorial,2018-04-13,Final,2,2.3,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.54,meters,National Relay Championships,2018-04-27,Final,2,0.3,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.65,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,3,1.3,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.22,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,8,0.2,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2018,SR,,,6.61,meters,NCAA Division I Outdoor Championships,2018-06-07,Final,2,1.5,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2018 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2018,JR,,,6.69,meters,UF Tom Jones Memorial,2018-04-13,Final,,2.3,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2018 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2018,JR,,,6.33,meters,National Relay Championships,2018-04-27,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2018 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2018,JR,,,6.67,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,,0.7,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2018 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2018,JR,,,6.22,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,,0.5,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2018 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2018,JR,,,6.51,meters,NCAA Division I Outdoor Championships,2018-06-07,Final,,-0.4,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,Long Jump,2018,FR,,,5.29,meters,Home Depot Clyde Littlefield Texas Relays,2018-03-28,Heptathlon,18,,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
Nikki Stephens,Florida,SEC,Long Jump,2018,FR,,,5.73,meters,UF Tom Jones Memorial,2018-04-13,Final,11,3.0,Outdoor,https://www.tfrrs.org/athletes/8011546,Verified 2018 outdoor result; audited against available season/athlete sources
