athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Chelsea Zoller,Georgia,SEC,400H,2019,R-SO,,,1:01.58,seconds,Mt. SAC Relays,2019-04-18,Final,13,,Outdoor,https://www.tfrrs.org/athletes/6121342/Georgia/Chelsea_Zoller,Verified 2019 outdoor result; audited against available official/indexed sources
Chelsea Zoller,Georgia,SEC,400H,2019,R-SO,,,1:01.68,seconds,Torrin Lawrence Memorial,2019-04-26,Final,3,,Outdoor,https://www.tfrrs.org/athletes/6121342/Georgia/Chelsea_Zoller,Verified 2019 outdoor result; audited against available official/indexed sources
Chelsea Zoller,Georgia,SEC,400H,2019,R-SO,,,1:01.90,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,12,,Outdoor,https://www.tfrrs.org/athletes/6121342/Georgia/Chelsea_Zoller,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,100H,2019,FR,,,14.41,seconds,Spec Towns Invitational,2019-04-05,Final,,-0.5,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,100H,2019,FR,,,13.62,seconds,Mt. SAC Relays,2019-04-18,Prelim,,1.2,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,100H,2019,FR,,,13.67,seconds,Mt. SAC Relays,2019-04-18,Final,,1.3,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,100H,2019,FR,,,14.17,seconds,Torrin Lawrence Memorial,2019-04-26,Final,,1.8,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,100H,2019,FR,,,13.86,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,,0.1,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,100H,2019,FR,,,DNF,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,,-0.2,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Imani Carothers,Georgia,SEC,Long Jump,2019,FR,,,5.99,meters,Torrin Lawrence Memorial,2019-04-26,Final,,0.6,Outdoor,https://tf.tfrrs.org/athletes/6997733/Georgia/Imani_Carothers,Verified 2019 outdoor result; audited against available official/indexed sources
Sterling Lester,Georgia,SEC,100H,2019,FR,,,13.41,seconds,Spec Towns Invitational,2019-04-05,Final,,0.5,Outdoor,https://www.tfrrs.org/athletes/7732044,Verified 2019 outdoor result; audited against available official/indexed sources
Sterling Lester,Georgia,SEC,100H,2019,FR,,,13.32,seconds,Torrin Lawrence Memorial,2019-04-26,Final,,1.8,Outdoor,https://www.tfrrs.org/athletes/7732044,Verified 2019 outdoor result; audited against available official/indexed sources
Sterling Lester,Georgia,SEC,100H,2019,FR,,,13.39,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Heptathlon,,1.1,Outdoor,https://www.tfrrs.org/athletes/7732044,Verified 2019 outdoor result; audited against available official/indexed sources
Sterling Lester,Georgia,SEC,100H,2019,FR,,,13.23,seconds,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Heptathlon,,0.9,Outdoor,https://www.tfrrs.org/athletes/7732044,Verified 2019 outdoor result; audited against available official/indexed sources
Sterling Lester,Georgia,SEC,Long Jump,2019,FR,,,5.88,meters,Torrin Lawrence Memorial,2019-04-26,Heptathlon,,0.6,Outdoor,https://www.tfrrs.org/athletes/7732044,Verified 2019 outdoor result; audited against available official/indexed sources
Aliyah Whisby,Georgia,SEC,Long Jump,2019,SO,,,FOUL,meters,Spec Towns Invitational,2019-04-05,Final,,,Outdoor,https://www.tfrrs.org/athletes/7040094/Georgia/Whisby_Aliyah,Verified 2019 outdoor result; audited against available official/indexed sources
Aliyah Whisby,Georgia,SEC,Long Jump,2019,SO,,,6.60,meters,Mt. SAC Relays,2019-04-18,Final,,-0.3,Outdoor,https://www.tfrrs.org/athletes/7040094/Georgia/Whisby_Aliyah,Verified 2019 outdoor result; audited against available official/indexed sources
Aliyah Whisby,Georgia,SEC,Long Jump,2019,SO,,,6.76,meters,Torrin Lawrence Memorial,2019-04-26,Final,,0.6,Outdoor,https://www.tfrrs.org/athletes/7040094/Georgia/Whisby_Aliyah,Verified 2019 outdoor result; audited against available official/indexed sources
Aliyah Whisby,Georgia,SEC,Long Jump,2019,SO,,,6.31,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,,1.4,Outdoor,https://www.tfrrs.org/athletes/7040094/Georgia/Whisby_Aliyah,Verified 2019 outdoor result; audited against available official/indexed sources
Aliyah Whisby,Georgia,SEC,Long Jump,2019,SO,,,6.08,meters,NCAA Division I East Region Preliminary Rounds,2019-05-23,Preliminary,,-0.1,Outdoor,https://www.tfrrs.org/athletes/7040094/Georgia/Whisby_Aliyah,Verified 2019 outdoor result; audited against available official/indexed sources
Aliyah Whisby,Georgia,SEC,Long Jump,2019,SO,,,6.40,meters,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Final,,0.6,Outdoor,https://www.tfrrs.org/athletes/7040094/Georgia/Whisby_Aliyah,Verified 2019 outdoor result; audited against available official/indexed sources
Titiana Marsh,Georgia,SEC,Long Jump,2019,FR,,,6.04,meters,Spec Towns Invitational,2019-04-05,Final,,0.8,Outdoor,https://www.tfrrs.org/athletes/6997737/Georgia/Marsh_Titiana,Verified 2019 outdoor result; audited against available official/indexed sources
Titiana Marsh,Georgia,SEC,Long Jump,2019,FR,,,5.99,meters,Torrin Lawrence Memorial,2019-04-26,Final,,5.2,Outdoor,https://www.tfrrs.org/athletes/6997737/Georgia/Marsh_Titiana,Verified 2019 outdoor result; audited against available official/indexed sources
Titiana Marsh,Georgia,SEC,Long Jump,2019,FR,,,6.01,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,,-1.6,Outdoor,https://www.tfrrs.org/athletes/6997737/Georgia/Marsh_Titiana,Verified 2019 outdoor result; audited against available official/indexed sources
