athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Kyra Jefferson,Florida,SEC,400m,2017,R-SR,,,52.75,seconds,Miami Hurricane Collegiate Invitational,2017-03-25,Final,1,,Outdoor,https://floridagators.com/sports/track-and-field/roster/kyra-jefferson/5416,Verified 2017 outdoor result; audited against available season/athlete sources
Kyra Jefferson,Florida,SEC,400m,2017,R-SR,,,52.88,seconds,Florida Relays,2017-03-31,Final,6,,Outdoor,https://floridagators.com/sports/track-and-field/roster/kyra-jefferson/5416,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.47,seconds,Miami Hurricane Collegiate Invitational,2017-03-25,Final,2,1.4,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.14,seconds,Florida Relays,2017-03-31,Final,9,4.9,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.44,seconds,2017 Horned Frog Invitational,2017-04-15,Final,2,2.6,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.38,seconds,UF Tom Jones Memorial,2017-04-28,Prelim,4,2.6,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.23,seconds,UF Tom Jones Memorial,2017-04-28,Final,2,0.8,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.39,seconds,SEC Outdoor Track & Field Championships,2017-05-12,Prelim,6,1.9,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.41,seconds,SEC Outdoor Track & Field Championships,2017-05-13,Final,8,1.0,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,100H,2017,FR,,,13.88,seconds,NCAA Division I East Preliminary Round,2017-05-25,First Round,41,0.2,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.74,seconds,Miami Hurricane Collegiate Invitational,2017-03-25,Final,5,1.4,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.65,seconds,Florida Relays,2017-03-31,Final,26,0.2,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.62,seconds,2017 Horned Frog Invitational,2017-04-15,Final,4,2.6,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.56,seconds,UF Tom Jones Memorial,2017-04-28,Prelim,6,2.2,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.55,seconds,UF Tom Jones Memorial,2017-04-28,Final,6,0.8,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.65,seconds,SEC Outdoor Track & Field Championships,2017-05-12,Prelim,12,0.2,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Ryann McEnany,Florida,SEC,100H,2017,SR,,,13.60,seconds,NCAA Division I East Preliminary Round,2017-05-25,First Round,30,-0.7,Outdoor,https://www.tfrrs.org/athletes/4661168/Florida/Ryann_McEnany,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.89,seconds,Miami Hurricane Collegiate Invitational,2017-03-25,Final,8,1.4,Outdoor,https://floridagators.com/sports/track-and-field/roster/skylar-ross-ransom/10141,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.32,seconds,UF Tom Jones Memorial,2017-04-28,Prelim,3,2.6,Outdoor,https://floridagators.com/news/2017/4/28/track-and-field-gators-tally-two-national-leads-bundle-of-top-10s-at-tom-jones-memorial.aspx,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.28,seconds,UF Tom Jones Memorial,2017-04-28,Final,3,0.8,Outdoor,https://floridagators.com/news/2017/4/28/track-and-field-gators-tally-two-national-leads-bundle-of-top-10s-at-tom-jones-memorial.aspx,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.23,seconds,SEC Outdoor Track & Field Championships,2017-05-12,Prelim,,0.2,Outdoor,https://floridagators.com/sports/track-and-field/roster/skylar-ross-ransom/10141,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.43,seconds,SEC Outdoor Track & Field Championships,2017-05-13,Final,9,1.0,Outdoor,https://floridagators.com/sports/track-and-field/roster/skylar-ross-ransom/10141,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.21,seconds,NCAA Division I East Preliminary Round,2017-05-27,Quarterfinal,9,0.2,Outdoor,https://floridagators.com/news/2017/5/27/track-and-field-gators-monstrous-final-day-caps-ncaa-east-preliminary,Verified 2017 outdoor result; audited against available season/athlete sources
Skylar Ross-Ransom,Florida,SEC,100H,2017,R-JR,,,13.11,seconds,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Semifinal,9,,Outdoor,https://floridagators.com/sports/track-and-field/roster/skylar-ross-ransom/10141,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2017,FR,,,57.21,seconds,Florida Relays,2017-03-31,Final,2,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2017,FR,,,57.94,seconds,UF Tom Jones Memorial,2017-04-28,Final,2,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2017,FR,,,58.03,seconds,SEC Outdoor Track & Field Championships,2017-05-11,Prelim,7,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2017,FR,,,1:01.13,seconds,SEC Outdoor Track & Field Championships,2017-05-13,Final,8,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Brandee' Johnson,Florida,SEC,400H,2017,FR,,,1:00.01,seconds,NCAA Division I East Preliminary Round,2017-05-25,First Round,27,,Outdoor,https://tf.tfrrs.org/athletes/6099859/Florida/Brandee_Johnson.html,Verified 2017 outdoor result; audited against available season/athlete sources
Mikayla Barber,Florida,SEC,400H,2017,SR,,,1:00.26,seconds,Miami Hurricane Collegiate Invitational,2017-03-25,Final,6,,Outdoor,https://floridagators.com/sports/track-and-field/roster/mikayla-barber/10088,Verified 2017 outdoor result; audited against available season/athlete sources
Mikayla Barber,Florida,SEC,400H,2017,SR,,,1:01.79,seconds,Florida Relays,2017-03-31,Final,29,,Outdoor,https://floridagators.com/news/2017/4/1/track-and-field-success-all-around-for-gators-as-pepsi-florida-relays-continue,Verified 2017 outdoor result; audited against available season/athlete sources
Mikayla Barber,Florida,SEC,400H,2017,SR,,,1:01.65,seconds,UF Tom Jones Memorial,2017-04-28,Final,10,,Outdoor,https://floridagators.com/news/2017/4/28/track-and-field-gators-tally-two-national-leads-bundle-of-top-10s-at-tom-jones-memorial.aspx,Verified 2017 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2017,JR,,,6.49,meters,Miami Hurricane Collegiate Invitational,2017-03-25,Final,1,-3.8,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2017 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2017,JR,,,6.51,meters,UF Tom Jones Memorial,2017-04-28,Final,1,1.4,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2017 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2017,JR,,,6.21,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,10,0.7,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2017 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2017,JR,,,6.55,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,5,0.1,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2017 outdoor result; audited against available season/athlete sources
Darrielle McQueen,Florida,SEC,Long Jump,2017,JR,,,6.33,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,10,-1.4,Outdoor,https://www.tfrrs.org/athletes/5135094/Florida/Darrielle_McQueen.html,Verified 2017 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2017,SO,,,6.41,meters,Miami Hurricane Collegiate Invitational,2017-03-25,Final,,-4.0,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2017 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2017,SO,,,6.45,meters,UF Tom Jones Memorial,2017-04-28,Final,,1.3,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2017 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2017,SO,,,6.40,meters,SEC Outdoor Track & Field Championships,2017-05-12,Final,,-0.6,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2017 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2017,SO,,,6.39,meters,NCAA Division I East Preliminary Round,2017-05-25,Preliminary,,0.5,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2017 outdoor result; audited against available season/athlete sources
Yanis David,Florida,SEC,Long Jump,2017,SO,,,6.01,meters,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Final,17,-1.1,Outdoor,https://www.tfrrs.org/athletes/5651827/Florida/David_Yanis,Verified 2017 outdoor result; audited against available season/athlete sources
Asa Garcia,Florida,SEC,Long Jump,2017,SO,,,NM,meters,Florida Relays,2017-04-01,Final,,,Outdoor,https://floridagators.com/news/2017/4/1/track-and-field-success-all-around-for-gators-as-pepsi-florida-relays-continue,Verified 2017 outdoor result; audited against available season/athlete sources
