athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.62,seconds,Florida Relays,2019-03-28,Final,12,0.2,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.86,seconds,Spec Towns Invitational,2019-04-05,Final,4,-0.5,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.51,seconds,Gamecock Invitational Outdoor,2019-04-13,Prelim,8,1.3,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.55,seconds,Gamecock Invitational Outdoor,2019-04-13,Final,7,1.5,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.62,seconds,USC Open Outdoor,2019-04-20,Prelim,3,0.2,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.79,seconds,USC Open Outdoor,2019-04-20,Final,4,1.2,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,NT,seconds,125th Penn Relays,2019-04-25,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Milan Parks,South Carolina,SEC,100H,2019,SR,,,13.87,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,40,-0.2,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2019 outdoor result; audited against available official/indexed sources
Caitlyn Little,South Carolina,SEC,100H,2019,SO,,,DNF,seconds,Spec Towns Invitational,2019-04-05,Final,,-0.5,Outdoor,https://tfrrs.org/athletes/6591099/South_Carolina/Caitlyn_Little.html,Verified 2019 outdoor result; audited against available official/indexed sources
Caitlyn Little,South Carolina,SEC,100H,2019,SO,,,13.81,seconds,125th Penn Relays,2019-04-25,Prelim,,-0.1,Outdoor,https://tfrrs.org/athletes/6591099/South_Carolina/Caitlyn_Little.html,Verified 2019 outdoor result; audited against available official/indexed sources
Caitlyn Little,South Carolina,SEC,100H,2019,SO,,,14.13,seconds,125th Penn Relays,2019-04-25,Final,,2.6,Outdoor,https://tfrrs.org/athletes/6591099/South_Carolina/Caitlyn_Little.html,Verified 2019 outdoor result; audited against available official/indexed sources
Caitlyn Little,South Carolina,SEC,100H,2019,SO,,,13.58,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,15,0.2,Outdoor,https://tfrrs.org/athletes/6591099/South_Carolina/Caitlyn_Little.html,Verified 2019 outdoor result; audited against available official/indexed sources
Caitlyn Little,South Carolina,SEC,100H,2019,SO,,,13.42,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,19,0.6,Outdoor,https://tfrrs.org/athletes/6591099/South_Carolina/Caitlyn_Little.html,Verified 2019 outdoor result; audited against available official/indexed sources
Caitlyn Little,South Carolina,SEC,100H,2019,SO,,,13.37,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,19,0.6,Outdoor,https://tfrrs.org/athletes/6591099/South_Carolina/Caitlyn_Little.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,100H,2019,FR,,,14.24,seconds,Spec Towns Invitational,2019-04-05,Final,6,-0.5,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,100H,2019,FR,,,20.94,seconds,Gamecock Invitational Outdoor,2019-04-13,Prelim,41,1.3,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,100H,2019,FR,,,13.96,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Heptathlon,6,1.1,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,400H,2019,FR,,,1:03.54,seconds,Buccaneer Invitational,2019-03-23,Final,2,,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,400H,2019,FR,,,1:01.98,seconds,Florida Relays,2019-03-28,Final,28,,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,400H,2019,FR,,,1:01.27,seconds,Spec Towns Invitational,2019-04-05,Final,2,,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,400H,2019,FR,,,1:01.49,seconds,USC Open Outdoor,2019-04-20,Final,6,,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,400H,2019,FR,,,1:00.92,seconds,125th Penn Relays,2019-04-25,Final,,,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Mathilde Coquillaud-Salomon,South Carolina,SEC,Long Jump,2019,FR,,,5.70,meters,SEC Outdoor Track & Field Championships,2019-05-09,Heptathlon,8,1.3,Outdoor,https://www.tfrrs.org/athletes/7037361/Stephen_F_Austin/Mathilde_Coquillaud-Salo.html,Verified 2019 outdoor result; audited against available official/indexed sources
Simone Wark,South Carolina,SEC,400H,2019,JR,,,1:04.84,seconds,Black and Gold Challenge,2019-03-15,Final,9,,Outdoor,https://gamecocksonline.com/news/2019/04/13/track-and-field-gamecocks-make-global-splash-at-historic-gamecock-invitational/,Verified 2019 outdoor result; audited against available official/indexed sources
Simone Wark,South Carolina,SEC,400H,2019,JR,,,1:04.44,seconds,Buccaneer Invitational,2019-03-23,Final,4,,Outdoor,https://gamecocksonline.com/news/2019/04/13/track-and-field-gamecocks-make-global-splash-at-historic-gamecock-invitational/,Verified 2019 outdoor result; audited against available official/indexed sources
Simone Wark,South Carolina,SEC,400H,2019,JR,,,1:02.87,seconds,Gamecock Invitational Outdoor,2019-04-13,Final,5,,Outdoor,https://gamecocksonline.com/news/2019/04/13/track-and-field-gamecocks-make-global-splash-at-historic-gamecock-invitational/,Verified 2019 outdoor result; audited against available official/indexed sources
Simone Wark,South Carolina,SEC,400H,2019,JR,,,1:02.22,seconds,USC Open Outdoor,2019-04-20,Final,7,,Outdoor,https://gamecocksonline.com/news/2019/04/13/track-and-field-gamecocks-make-global-splash-at-historic-gamecock-invitational/,Verified 2019 outdoor result; audited against available official/indexed sources
Makyla Stanley,South Carolina,SEC,Long Jump,2019,SR,,,5.86,meters,Black and Gold Challenge,2019-03-15,Final,2,+0.0,Outdoor,https://www.tfrrs.org/athletes/5637469,Verified 2019 outdoor result; audited against available official/indexed sources
Makyla Stanley,South Carolina,SEC,Long Jump,2019,SR,,,5.77,meters,Buccaneer Invitational,2019-03-23,Final,1,1.7,Outdoor,https://www.tfrrs.org/athletes/5637469,Verified 2019 outdoor result; audited against available official/indexed sources
Makyla Stanley,South Carolina,SEC,Long Jump,2019,SR,,,5.99,meters,Florida Relays,2019-03-28,Final,7,1.7,Outdoor,https://www.tfrrs.org/athletes/5637469,Verified 2019 outdoor result; audited against available official/indexed sources
Makyla Stanley,South Carolina,SEC,Long Jump,2019,SR,,,5.88,meters,Spec Towns Invitational,2019-04-05,Final,8,0.3,Outdoor,https://www.tfrrs.org/athletes/5637469,Verified 2019 outdoor result; audited against available official/indexed sources
Makyla Stanley,South Carolina,SEC,Long Jump,2019,SR,,,5.89,meters,USC Open Outdoor,2019-04-20,Final,1,6.1,Outdoor,https://www.tfrrs.org/athletes/5637469,Verified 2019 outdoor result; audited against available official/indexed sources
Makyla Stanley,South Carolina,SEC,Long Jump,2019,SR,,,5.80,meters,125th Penn Relays,2019-04-25,Final,,0.4,Outdoor,https://www.tfrrs.org/athletes/5637469,Verified 2019 outdoor result; audited against available official/indexed sources
